SupplierID,SupplierName,Country,Currency,PaymentTerms,SupplierRating,PrimaryRawMaterialExposure,Status
SUP-00601,Horizon Microtech 601,Vietnam,VND,Net 30,2.42,Steel,Preferred
SUP-00602,Nippon Polymer Corp 602,USA,USD,2/10 Net 30,,Electronics,Active
SUP-00603,Titan Polymer Corp 603,Mexico,MXN,2/10 Net 30,4.5,Copper,Inactive
SUP-00604,Atlas Electronics 604,Mexico,MXN,LC At Sight,3.05,Rare Earths,Active
SUP-00605,Apex Industrial 605,Japan,JPY,Net 30,2.81,Electronics,Inactive
SUP-00606,Pacific Polymer Corp 606,China,CNY,Net 30,4.49,Crude Oil / Polymers,Inactive
SUP-00607,Precision Cable & Wire 607,Vietnam,VND,2/10 Net 30,3.15,Electronics,Inactive
SUP-00608,Titan Industrial 608,Japan,JPY,Net 30,3.08,Electronics,Preferred
SUP-00609,Horizon Cable & Wire 609,India,INR,Net 60,2.8,Crude Oil / Polymers,Active
SUP-00610,Nippon Industrial 610,Germany,EUR,Net 60,4.02,Crude Oil / Polymers,Active
SUP-00611,Andean Industrial 611,Unknown,VND,Net 60,4.75,Freight,Preferred
SUP-00612,Precision Cable & Wire 612,USA,USD,Net 60,4.5,Rare Earths,Active
SUP-00613,Nippon Cable & Wire 613,China,CNY,COD,4.96,Packaging,Inactive
SUP-00614,Nippon Industrial 614,India,INR,Net 60,2.7,Freight,Inactive
SUP-00615,Bavarian Metal Tech 615,USA,USD,Net 60,2.93,Steel,Active
SUP-00616,Titan Cable & Wire 616,Taiwan,TWD,Net 60,,Electronics,Preferred
SUP-00617,Vanguard Logistics Parts 617,South Korea,KRW,LC At Sight,4.13,Copper,Inactive
SUP-00618,Andean Polymer Corp 618,Japan,JPY,Net 30,4.81,Freight,Active
SUP-00619,Apex Electronics 619,Germany,EUR,LC At Sight,4.94,Copper,Active
SUP-00620,Vanguard Logistics Parts 620,Chile,USD,2/10 Net 30,2.08,Steel,Active
SUP-00621,Apex Chemical Resins 621,Vietnam,VND,Net 30,4.5,Packaging,Active
SUP-00622,Global Logistics Parts 622,Chile,USD,Net 30,2.03,Copper,Active
SUP-00623,Global Cable & Wire 623,Mexico,MXN,LC At Sight,2.85,Electronics,Inactive
SUP-00624,Andean Industrial 624,Unknown,USD,Net 60,4.84,Copper,Preferred
SUP-00625,Pacific Chemical Resins 625,South Korea,KRW,Net 60,4.45,Packaging,Inactive
SUP-00626,Nippon Polymer Corp 626,India,INR,Net 30,3.08,Freight,Inactive
SUP-00627,Precision Polymer Corp 627,Chile,USD,Net 30,2.68,Copper,Active
SUP-00628,Vanguard Chemical Resins 628,Chile,USD,Net 30,3.89,Copper,Inactive
SUP-00629,Apex Electronics 629,Canada,CAD,LC At Sight,2.85,Electronics,Active
SUP-00630,Sino Cable & Wire 630,India,INR,2/10 Net 30,4.5,Crude Oil / Polymers,Inactive
SUP-00631,Global Chemical Resins 631,Japan,JPY,COD,2.12,Steel,Preferred
SUP-00632,Bavarian Metal Tech 632,Germany,EUR,COD,2.37,Electronics,Active
SUP-00633,Titan Cable & Wire 633,Mexico,MXN,LC At Sight,3.6,Steel,Inactive
SUP-00634,Titan Chemical Resins 634,India,INR,Net 60,4.26,Copper,Active
SUP-00635,Pacific Electronics 635,Germany,EUR,2/10 Net 30,4.25,Steel,Preferred
SUP-00636,Sino Polymer Corp 636,Canada,CAD,Net 60,4.65,Rare Earths,Active
SUP-00637,Horizon Industrial 637,Unknown,TWD,COD,4.13,Crude Oil / Polymers,Active
SUP-00638,Bavarian Chemical Resins 638,India,INR,2/10 Net 30,3.85,Packaging,Under Review
SUP-00639,Horizon Cable & Wire 639,Germany,EUR,Net 30,4.5,Copper,Inactive
SUP-00640,Vanguard Chemical Resins 640,South Korea,KRW,Net 30,3.8,Packaging,Inactive
SUP-00641,Pacific Cable & Wire 641,India,INR,Net 30,4.78,Freight,Under Review
SUP-00642,Apex Cable & Wire 642,Mexico,MXN,Net 30,4.39,Packaging,Active
SUP-00643,Nippon Logistics Parts 643,Mexico,MXN,2/10 Net 30,4.98,Crude Oil / Polymers,Preferred
SUP-00644,Apex Logistics Parts 644,Taiwan,TWD,Net 60,,Crude Oil / Polymers,Active
SUP-00645,Bavarian Industrial 645,Canada,CAD,2/10 Net 30,3.61,Copper,Active
SUP-00646,Global Polymer Corp 646,Chile,USD,2/10 Net 30,3.23,Copper,Inactive
SUP-00647,Atlas Chemical Resins 647,Germany,EUR,Net 30,4.28,Steel,Active
SUP-00648,Nippon Metal Tech 648,China,CNY,Net 30,4.5,Rare Earths,Under Review
SUP-00649,Global Industrial 649,Taiwan,TWD,2/10 Net 30,2.68,Rare Earths,Active
SUP-00650,Horizon Metal Tech 650,Unknown,CNY,COD,4.64,Crude Oil / Polymers,Under Review
SUP-00651,Apex Logistics Parts 651,Mexico,MXN,Net 30,4.75,Electronics,Inactive
SUP-00652,Nippon Logistics Parts 652,Taiwan,TWD,LC At Sight,3.56,Packaging,Under Review
SUP-00653,Titan Industrial 653,Mexico,MXN,Net 30,2.71,Rare Earths,Under Review
SUP-00654,Sino Logistics Parts 654,Vietnam,VND,Net 60,2.11,Steel,Inactive
SUP-00655,Vanguard Cable & Wire 655,Chile,USD,Net 30,3.6,Packaging,Inactive
SUP-00656,Vanguard Metal Tech 656,Mexico,MXN,Net 30,3.86,Crude Oil / Polymers,Preferred
SUP-00657,Atlas Microtech 657,Taiwan,TWD,Net 30,4.5,Copper,Active
SUP-00658,Apex Electronics 658,USA,USD,LC At Sight,,Packaging,Active
SUP-00659,Precision Cable & Wire 659,Mexico,MXN,LC At Sight,4.88,Rare Earths,Inactive
SUP-00660,Bavarian Polymer Corp 660,Taiwan,TWD,Net 60,3.99,Packaging,Active
SUP-00661,Apex Chemical Resins 661,Taiwan,TWD,COD,4.11,Electronics,Active
SUP-00662,Horizon Microtech 662,Chile,USD,COD,2.52,Crude Oil / Polymers,Active
SUP-00663,Sino Metal Tech 663,Unknown,GBP,Net 30,2.2,Steel,Inactive
SUP-00664,Precision Microtech 664,UK,GBP,2/10 Net 30,2.51,Freight,Active
SUP-00665,Pacific Microtech 665,Germany,EUR,Net 30,2.21,Crude Oil / Polymers,Under Review
SUP-00666,Titan Electronics 666,Taiwan,TWD,Net 30,4.5,Steel,Active
SUP-00667,Bavarian Metal Tech 667,Germany,EUR,Net 30,3.47,Freight,Inactive
SUP-00668,Sino Chemical Resins 668,South Korea,KRW,LC At Sight,3.11,Crude Oil / Polymers,Inactive
SUP-00669,Atlas Logistics Parts 669,UK,GBP,COD,3.47,Copper,Preferred
SUP-00670,Apex Electronics 670,China,CNY,LC At Sight,3.16,Copper,Preferred
SUP-00671,Sino Polymer Corp 671,UK,GBP,LC At Sight,4.75,Electronics,Preferred
SUP-00672,Precision Industrial 672,USA,USD,COD,,Packaging,Active
SUP-00673,Titan Logistics Parts 673,Vietnam,VND,Net 30,4.35,Freight,Inactive
SUP-00674,Atlas Microtech 674,Japan,JPY,COD,2.81,Steel,Active
SUP-00675,Global Cable & Wire 675,Chile,USD,Net 30,4.5,Freight,Active
SUP-00676,Sino Logistics Parts 676,Unknown,GBP,Net 30,2.28,Crude Oil / Polymers,Active
SUP-00677,Apex Chemical Resins 677,Canada,CAD,Net 30,2.42,Electronics,Active
SUP-00678,Atlas Polymer Corp 678,Chile,USD,Net 30,2.95,Steel,Active
SUP-00679,Nippon Microtech 679,Vietnam,VND,2/10 Net 30,4.79,Crude Oil / Polymers,Inactive
SUP-00680,Precision Logistics Parts 680,India,INR,Net 30,3.47,Electronics,Inactive
SUP-00681,Andean Cable & Wire 681,USA,USD,LC At Sight,2.25,Crude Oil / Polymers,Preferred
SUP-00682,Atlas Logistics Parts 682,Japan,JPY,LC At Sight,3.52,Packaging,Preferred
SUP-00683,Global Electronics 683,Canada,CAD,Net 30,2.06,Steel,Inactive
SUP-00684,Titan Cable & Wire 684,Japan,JPY,Net 30,4.5,Packaging,Active
SUP-00685,Nippon Cable & Wire 685,Taiwan,TWD,Net 30,4.29,Electronics,Active
SUP-00686,Titan Chemical Resins 686,Mexico,MXN,2/10 Net 30,,Copper,Inactive
SUP-00687,Andean Chemical Resins 687,UK,GBP,Net 30,2.74,Packaging,Inactive
SUP-00688,Nippon Metal Tech 688,India,INR,LC At Sight,2.93,Steel,Active
SUP-00689,Sino Polymer Corp 689,Unknown,VND,Net 30,4.81,Copper,Under Review
SUP-00690,Pacific Cable & Wire 690,Canada,CAD,Net 30,3.16,Steel,Active
SUP-00691,Sino Industrial 691,Germany,EUR,Net 60,4.52,Electronics,Active
SUP-00692,Sino Polymer Corp 692,Taiwan,TWD,Net 30,3.14,Steel,Active
SUP-00693,Sino Logistics Parts 693,South Korea,KRW,2/10 Net 30,4.5,Copper,Inactive
SUP-00694,Bavarian Microtech 694,UK,GBP,Net 30,2.32,Steel,Inactive
SUP-00695,Apex Electronics 695,UK,GBP,2/10 Net 30,2.36,Rare Earths,Inactive
SUP-00696,Vanguard Metal Tech 696,Canada,CAD,LC At Sight,3.29,Crude Oil / Polymers,Active
SUP-00697,Nippon Microtech 697,Germany,EUR,Net 30,2.32,Electronics,Active
SUP-00698,Sino Chemical Resins 698,UK,GBP,COD,3.73,Packaging,Inactive
SUP-00699,Bavarian Polymer Corp 699,India,INR,Net 30,3.3,Steel,Active
SUP-00700,Nippon Metal Tech 700,India,INR,Net 60,,Packaging,Active
SUP-00701,Nippon Logistics Parts 701,Taiwan,TWD,COD,3.53,Electronics,Active
SUP-00702,Pacific Cable & Wire 702,Unknown,CAD,Net 30,4.5,Steel,Active
SUP-00703,Vanguard Metal Tech 703,USA,USD,LC At Sight,4.61,Crude Oil / Polymers,Inactive
SUP-00704,Global Polymer Corp 704,China,CNY,2/10 Net 30,4.24,Copper,Active
SUP-00705,Apex Logistics Parts 705,China,CNY,Net 30,3.92,Rare Earths,Active
SUP-00706,Apex Electronics 706,India,INR,Net 30,3.97,Steel,Inactive
SUP-00707,Precision Microtech 707,China,CNY,COD,4.83,Freight,Under Review
SUP-00708,Andean Electronics 708,Canada,CAD,Net 60,4.24,Rare Earths,Preferred
SUP-00709,Global Electronics 709,South Korea,KRW,COD,4.7,Copper,Active
SUP-00710,Sino Logistics Parts 710,USA,USD,Net 60,4.56,Freight,Inactive
SUP-00711,Horizon Chemical Resins 711,Germany,EUR,COD,4.5,Steel,Active
SUP-00712,Vanguard Electronics 712,Japan,JPY,2/10 Net 30,3.04,Electronics,Under Review
SUP-00713,Pacific Industrial 713,Canada,CAD,Net 60,3.32,Rare Earths,Active
SUP-00714,Sino Chemical Resins 714,India,INR,2/10 Net 30,,Copper,Active
SUP-00715,Atlas Microtech 715,Unknown,TWD,LC At Sight,2.66,Rare Earths,Inactive
SUP-00716,Precision Polymer Corp 716,Canada,CAD,2/10 Net 30,3.93,Steel,Active
SUP-00717,Vanguard Chemical Resins 717,Chile,USD,Net 60,2.76,Rare Earths,Active
SUP-00718,Nippon Logistics Parts 718,Taiwan,TWD,Net 30,4.16,Freight,Active
SUP-00719,Nippon Metal Tech 719,Chile,USD,2/10 Net 30,4.74,Electronics,Inactive
SUP-00720,Apex Electronics 720,China,CNY,LC At Sight,4.5,Electronics,Under Review
SUP-00721,Titan Logistics Parts 721,USA,USD,Net 60,2.37,Copper,Inactive
SUP-00722,Nippon Industrial 722,Japan,JPY,Net 60,2.01,Crude Oil / Polymers,Inactive
SUP-00723,Global Chemical Resins 723,South Korea,KRW,LC At Sight,4.96,Copper,Inactive
SUP-00724,Precision Industrial 724,South Korea,KRW,2/10 Net 30,2.93,Electronics,Active
SUP-00725,Nippon Industrial 725,Vietnam,VND,Net 30,3.01,Packaging,Active
SUP-00726,Pacific Chemical Resins 726,USA,USD,2/10 Net 30,3.6,Steel,Active
SUP-00727,Apex Cable & Wire 727,Chile,USD,Net 60,4.84,Freight,Active
SUP-00728,Atlas Electronics 728,Unknown,CAD,COD,,Electronics,Under Review
SUP-00729,Atlas Logistics Parts 729,Germany,EUR,Net 30,4.5,Crude Oil / Polymers,Active
SUP-00730,Horizon Cable & Wire 730,India,INR,2/10 Net 30,3.58,Rare Earths,Active
SUP-00731,Apex Metal Tech 731,India,INR,2/10 Net 30,2.4,Crude Oil / Polymers,Active
SUP-00732,Vanguard Chemical Resins 732,Canada,CAD,2/10 Net 30,3.87,Freight,Inactive
SUP-00733,Vanguard Chemical Resins 733,Taiwan,TWD,Net 30,2.91,Freight,Active
SUP-00734,Atlas Cable & Wire 734,India,INR,Net 30,2.52,Rare Earths,Active
SUP-00735,Pacific Microtech 735,Germany,EUR,2/10 Net 30,4.09,Electronics,Inactive
SUP-00736,Precision Electronics 736,South Korea,KRW,COD,4.02,Packaging,Active
SUP-00737,Atlas Chemical Resins 737,Taiwan,TWD,Net 30,3,Packaging,Inactive
SUP-00738,Andean Polymer Corp 738,Vietnam,VND,2/10 Net 30,4.5,Copper,Preferred
SUP-00739,Global Industrial 739,China,CNY,COD,3.47,Freight,Under Review
SUP-00740,Apex Polymer Corp 740,Mexico,MXN,Net 30,3.87,Freight,Inactive
SUP-00741,Sino Logistics Parts 741,Unknown,GBP,Net 60,4.45,Packaging,Active
SUP-00742,Nippon Cable & Wire 742,Chile,USD,Net 30,,Electronics,Inactive
SUP-00743,Pacific Logistics Parts 743,USA,USD,LC At Sight,4.29,Steel,Active
SUP-00744,Nippon Electronics 744,Chile,USD,Net 30,4.45,Crude Oil / Polymers,Under Review
SUP-00745,Global Logistics Parts 745,Taiwan,TWD,Net 30,4.49,Electronics,Preferred
SUP-00746,Nippon Cable & Wire 746,Germany,EUR,LC At Sight,2.96,Electronics,Preferred
SUP-00747,Titan Logistics Parts 747,India,INR,Net 60,4.5,Electronics,Inactive
SUP-00748,Pacific Chemical Resins 748,Japan,JPY,COD,3.66,Electronics,Active
SUP-00749,Horizon Electronics 749,China,CNY,LC At Sight,2.74,Crude Oil / Polymers,Under Review
sup_750,Pacific Logistics Parts 750,Canada,CAD,LC At Sight,2.04,Crude Oil / Polymers,Active
SUP-00751,Horizon Logistics Parts 751,Vietnam,VND,Net 30,2.11,Crude Oil / Polymers,Preferred
SUP-00752,Horizon Electronics 752,India,INR,Net 30,2.96,Steel,Preferred
SUP-00753,Vanguard Metal Tech 753,Vietnam,VND,Net 30,2.5,Rare Earths,Active
SUP-00754,Nippon Electronics 754,Unknown,MXN,2/10 Net 30,3.09,Rare Earths,Under Review
SUP-00755,Nippon Logistics Parts 755,Vietnam,VND,LC At Sight,3.39,Copper,Inactive
SUP-00756,Global Polymer Corp 756,Canada,CAD,Net 60,4.5,Copper,Inactive
SUP-00757,Vanguard Chemical Resins 757,Canada,CAD,LC At Sight,4.44,Steel,Preferred
SUP-00758,Precision Microtech 758,UK,GBP,COD,4.64,Copper,Active
SUP-00759,Global Industrial 759,Germany,EUR,2/10 Net 30,3.38,Electronics,Active
SUP-00760,Sino Metal Tech 760,South Korea,KRW,COD,3.62,Crude Oil / Polymers,Inactive
SUP-00761,Global Microtech 761,Mexico,MXN,Net 30,4.17,Electronics,Active
SUP-00762,Nippon Polymer Corp 762,USA,USD,Net 30,3.72,Rare Earths,Active
SUP-00763,Nippon Chemical Resins 763,Germany,EUR,Net 60,2.14,Rare Earths,Active
SUP-00764,Nippon Industrial 764,Japan,JPY,Net 30,3.82,Crude Oil / Polymers,Active
SUP-00765,Bavarian Industrial 765,USA,USD,Net 30,4.5,Copper,Preferred
SUP-00766,Titan Cable & Wire 766,Mexico,MXN,Net 60,4.44,Rare Earths,Active
SUP-00767,Nippon Electronics 767,Unknown,GBP,Net 30,4.53,Packaging,Inactive
SUP-00768,Horizon Electronics 768,USA,USD,Net 30,3.63,Freight,Inactive
SUP-00769,Atlas Chemical Resins 769,Vietnam,VND,Net 30,2.62,Rare Earths,Active
SUP-00770,Andean Microtech 770,Chile,USD,Net 30,,Freight,Under Review
SUP-00771,Andean Microtech 771,Chile,USD,LC At Sight,2.39,Copper,Active
SUP-00772,Sino Industrial 772,India,INR,Net 30,3.32,Freight,Active
SUP-00773,Vanguard Cable & Wire 773,Chile,USD,Net 30,3.12,Steel,Active
SUP-00774,Bavarian Chemical Resins 774,USA,USD,COD,4.5,Copper,Active
SUP-00775,Sino Metal Tech 775,Taiwan,TWD,LC At Sight,4.3,Freight,Active
SUP-00776,Global Electronics 776,Chile,USD,Net 30,2.27,Packaging,Under Review
SUP-00777,Sino Polymer Corp 777,UK,GBP,LC At Sight,2.07,Freight,Active
SUP-00778,Global Polymer Corp 778,Mexico,MXN,COD,2.22,Copper,Inactive
SUP-00779,Bavarian Industrial 779,UK,GBP,COD,4.01,Rare Earths,Inactive
SUP-00780,Global Polymer Corp 780,Unknown,USD,Net 30,3.72,Crude Oil / Polymers,Active
SUP-00781,Vanguard Logistics Parts 781,Canada,CAD,COD,4.34,Packaging,Inactive
SUP-00782,Sino Polymer Corp 782,South Korea,KRW,2/10 Net 30,4.94,Freight,Under Review
SUP-00783,Global Microtech 783,Taiwan,TWD,LC At Sight,4.5,Steel,Active
SUP-00784,Andean Logistics Parts 784,India,INR,Net 30,,Freight,Inactive
SUP-00785,Bavarian Logistics Parts 785,Canada,CAD,2/10 Net 30,3.74,Packaging,Active
SUP-00786,Bavarian Metal Tech 786,Japan,JPY,LC At Sight,3.31,Electronics,Active
SUP-00787,Precision Logistics Parts 787,Chile,USD,Net 30,3.95,Electronics,Active
SUP-00788,Bavarian Industrial 788,USA,USD,Net 30,4.76,Packaging,Under Review
SUP-00789,Sino Logistics Parts 789,Canada,CAD,Net 60,4.95,Rare Earths,Inactive
SUP-00790,Vanguard Polymer Corp 790,UK,GBP,Net 30,3.71,Freight,Under Review
SUP-00791,Precision Chemical Resins 791,Mexico,MXN,Net 30,3.42,Packaging,Active
SUP-00792,Titan Microtech 792,Japan,JPY,Net 30,4.5,Rare Earths,Inactive
SUP-00793,Pacific Cable & Wire 793,Unknown,EUR,COD,4.09,Rare Earths,Active
SUP-00794,Vanguard Metal Tech 794,India,INR,Net 30,3.41,Rare Earths,Active
SUP-00795,Nippon Electronics 795,China,CNY,COD,4.13,Crude Oil / Polymers,Inactive
SUP-00796,Precision Cable & Wire 796,UK,GBP,Net 30,2.93,Copper,Active
SUP-00797,Precision Cable & Wire 797,UK,GBP,COD,4.54,Copper,Active
SUP-00798,Atlas Logistics Parts 798,Taiwan,TWD,Net 60,,Steel,Inactive
SUP-00799,Bavarian Electronics 799,South Korea,KRW,Net 30,3.22,Electronics,Inactive
SUP-00800,Vanguard Chemical Resins 800,Mexico,MXN,COD,2.51,Freight,Inactive
SUP-00801,Vanguard Industrial 801,Vietnam,VND,Net 60,4.5,Crude Oil / Polymers,Active
SUP-00802,Andean Electronics 802,India,INR,COD,4.59,Rare Earths,Active
SUP-00803,Apex Logistics Parts 803,UK,GBP,LC At Sight,2.18,Crude Oil / Polymers,Inactive
SUP-00804,Horizon Microtech 804,Vietnam,VND,COD,2.6,Electronics,Active
SUP-00805,Bavarian Electronics 805,South Korea,KRW,2/10 Net 30,3.34,Electronics,Inactive
SUP-00806,Pacific Cable & Wire 806,Unknown,CAD,LC At Sight,2.08,Copper,Preferred
SUP-00807,Vanguard Microtech 807,Taiwan,TWD,Net 60,3.13,Freight,Preferred
SUP-00808,Andean Polymer Corp 808,Vietnam,VND,COD,2.34,Copper,Inactive
SUP-00809,Apex Logistics Parts 809,Mexico,MXN,2/10 Net 30,3.77,Copper,Inactive
SUP-00810,Vanguard Microtech 810,Germany,EUR,LC At Sight,4.5,Copper,Active
SUP-00811,Global Cable & Wire 811,Mexico,MXN,Net 30,3.42,Steel,Active
SUP-00812,Titan Industrial 812,Germany,EUR,Net 30,,Copper,Under Review
SUP-00813,Pacific Logistics Parts 813,Vietnam,VND,Net 30,2.74,Electronics,Active
SUP-00814,Vanguard Polymer Corp 814,Japan,JPY,COD,3.36,Crude Oil / Polymers,Active
SUP-00815,Nippon Metal Tech 815,Japan,JPY,Net 30,2.41,Rare Earths,Under Review
SUP-00816,Global Electronics 816,Chile,USD,Net 30,3.41,Copper,Under Review
SUP-00817,Andean Electronics 817,Japan,JPY,2/10 Net 30,2.38,Packaging,Inactive
SUP-00818,Vanguard Electronics 818,Japan,JPY,Net 30,3.76,Crude Oil / Polymers,Active
SUP-00819,Apex Logistics Parts 819,Unknown,EUR,2/10 Net 30,4.5,Steel,Active
SUP-00820,Apex Microtech 820,Chile,USD,Net 30,2.85,Electronics,Under Review
SUP-00821,Pacific Cable & Wire 821,South Korea,KRW,2/10 Net 30,3.52,Electronics,Active
SUP-00822,Precision Electronics 822,USA,USD,COD,3.15,Steel,Preferred
SUP-00823,Global Cable & Wire 823,Mexico,MXN,Net 60,4.19,Electronics,Active
SUP-00824,Andean Metal Tech 824,USA,USD,Net 30,2.93,Rare Earths,Preferred
SUP-00825,Bavarian Industrial 825,Canada,CAD,Net 30,4.17,Steel,Inactive
SUP-00826,Horizon Polymer Corp 826,UK,GBP,Net 30,,Steel,Active
SUP-00827,Global Electronics 827,UK,GBP,Net 60,2.52,Steel,Inactive
SUP-00828,Atlas Chemical Resins 828,China,CNY,COD,4.5,Steel,Inactive
SUP-00829,Pacific Electronics 829,Chile,USD,Net 30,2.61,Copper,Inactive
SUP-00830,Andean Industrial 830,Mexico,MXN,Net 30,3.66,Copper,Active
SUP-00831,Bavarian Logistics Parts 831,India,INR,Net 30,3.32,Steel,Inactive
SUP-00832,Global Microtech 832,Unknown,TWD,LC At Sight,4.29,Freight,Under Review
SUP-00833,Atlas Chemical Resins 833,Canada,CAD,Net 60,2.59,Rare Earths,Under Review
SUP-00834,Bavarian Microtech 834,Mexico,MXN,COD,4.86,Freight,Inactive
SUP-00835,Vanguard Microtech 835,USA,USD,Net 30,4.85,Steel,Under Review
SUP-00836,Atlas Metal Tech 836,Taiwan,TWD,COD,5,Crude Oil / Polymers,Active
SUP-00837,Pacific Chemical Resins 837,Germany,EUR,LC At Sight,4.5,Copper,Active
SUP-00838,Titan Cable & Wire 838,Germany,EUR,Net 60,4.01,Electronics,Active
SUP-00839,Vanguard Cable & Wire 839,South Korea,KRW,2/10 Net 30,2.71,Rare Earths,Active
SUP-00840,Global Metal Tech 840,Germany,EUR,COD,,Rare Earths,Active
SUP-00841,Precision Logistics Parts 841,UK,GBP,Net 30,4.57,Steel,Inactive
SUP-00842,Vanguard Microtech 842,Canada,CAD,Net 30,4.82,Crude Oil / Polymers,Preferred
SUP-00843,Global Industrial 843,Chile,USD,Net 30,2.37,Electronics,Active
SUP-00844,Pacific Microtech 844,Vietnam,VND,COD,4.89,Rare Earths,Active
SUP-00845,Precision Microtech 845,Unknown,EUR,LC At Sight,3.66,Steel,Preferred
SUP-00846,Andean Chemical Resins 846,USA,USD,Net 60,4.5,Crude Oil / Polymers,Under Review
SUP-00847,Sino Logistics Parts 847,USA,USD,Net 60,2.28,Steel,Under Review
SUP-00848,Bavarian Cable & Wire 848,Japan,JPY,LC At Sight,4.28,Electronics,Preferred
SUP-00849,Global Industrial 849,Germany,EUR,Net 60,3.97,Electronics,Inactive
SUP-00850,Apex Polymer Corp 850,UK,GBP,Net 60,3.46,Steel,Inactive
SUP-00851,Nippon Polymer Corp 851,Germany,EUR,LC At Sight,3.09,Freight,Active
SUP-00852,Atlas Industrial 852,Japan,JPY,COD,3.82,Steel,Active
SUP-00853,Nippon Microtech 853,India,INR,COD,3.46,Packaging,Active
SUP-00854,Atlas Logistics Parts 854,Taiwan,TWD,LC At Sight,,Copper,Under Review
SUP-00855,Bavarian Electronics 855,Vietnam,VND,Net 60,4.5,Crude Oil / Polymers,Preferred
SUP-00856,Andean Chemical Resins 856,Japan,JPY,Net 30,3.19,Copper,Active
SUP-00857,Nippon Chemical Resins 857,UK,GBP,LC At Sight,2.8,Copper,Inactive
SUP-00858,Apex Polymer Corp 858,Unknown,CAD,Net 30,2.51,Freight,Under Review
SUP-00859,Nippon Industrial 859,USA,USD,Net 60,4.07,Rare Earths,Inactive
SUP-00860,Vanguard Chemical Resins 860,Japan,JPY,Net 30,2.44,Packaging,Active
SUP-00861,Precision Microtech 861,China,CNY,LC At Sight,2.71,Crude Oil / Polymers,Active
SUP-00862,Apex Industrial 862,Mexico,MXN,Net 30,3.41,Electronics,Inactive
SUP-00863,Sino Metal Tech 863,Germany,EUR,2/10 Net 30,3.43,Electronics,Preferred
SUP-00864,Bavarian Metal Tech 864,Japan,JPY,LC At Sight,4.5,Freight,Preferred
SUP-00865,Titan Chemical Resins 865,USA,USD,Net 30,3.95,Electronics,Inactive
SUP-00866,Horizon Logistics Parts 866,Vietnam,VND,Net 30,4.2,Freight,Preferred
SUP-00867,Horizon Electronics 867,South Korea,KRW,Net 60,3.29,Electronics,Active
SUP-00868,Pacific Metal Tech 868,Germany,EUR,Net 60,,Electronics,Preferred
SUP-00869,Bavarian Logistics Parts 869,India,INR,Net 60,3.86,Copper,Active
SUP-00870,Horizon Logistics Parts 870,UK,GBP,Net 60,3.02,Copper,Preferred
SUP-00871,Vanguard Logistics Parts 871,Unknown,TWD,Net 30,4.44,Electronics,Inactive
SUP-00872,Precision Polymer Corp 872,Vietnam,VND,COD,4.45,Crude Oil / Polymers,Inactive
SUP-00873,Bavarian Chemical Resins 873,Germany,EUR,2/10 Net 30,4.5,Freight,Inactive
SUP-00874,Nippon Electronics 874,Germany,EUR,Net 30,2.54,Freight,Preferred
SUP-00875,Nippon Logistics Parts 875,USA,USD,Net 60,2.37,Copper,Under Review
SUP-00876,Pacific Chemical Resins 876,Canada,CAD,Net 30,3.38,Steel,Under Review
SUP-00877,Global Microtech 877,Taiwan,TWD,Net 30,4.23,Steel,Active
SUP-00878,Andean Metal Tech 878,Chile,USD,COD,3.93,Freight,Preferred
SUP-00879,Nippon Logistics Parts 879,UK,GBP,COD,4.29,Crude Oil / Polymers,Under Review
SUP-00880,Vanguard Polymer Corp 880,Chile,USD,Net 60,4.19,Packaging,Active
SUP-00881,Precision Chemical Resins 881,Japan,JPY,LC At Sight,3.05,Freight,Under Review
SUP-00882,Bavarian Electronics 882,South Korea,KRW,2/10 Net 30,4.5,Electronics,Preferred
SUP-00883,Nippon Cable & Wire 883,USA,USD,COD,3.98,Electronics,Inactive
SUP-00884,Apex Industrial 884,Unknown,CAD,COD,4.85,Copper,Inactive
SUP-00885,Global Cable & Wire 885,Canada,CAD,2/10 Net 30,3.49,Rare Earths,Active
SUP-00886,Apex Cable & Wire 886,India,INR,Net 30,4.14,Copper,Active
SUP-00887,Atlas Logistics Parts 887,UK,GBP,Net 30,3.4,Copper,Active
SUP-00888,Global Logistics Parts 888,South Korea,KRW,COD,4.13,Freight,Inactive
SUP-00889,Sino Chemical Resins 889,Taiwan,TWD,Net 30,2.91,Rare Earths,Active
SUP-00890,Sino Cable & Wire 890,USA,USD,Net 30,2.77,Packaging,Active
SUP-00891,Global Microtech 891,China,CNY,Net 30,4.5,Freight,Inactive
SUP-00892,Titan Microtech 892,Canada,CAD,LC At Sight,4.91,Crude Oil / Polymers,Preferred
SUP-00893,Nippon Logistics Parts 893,South Korea,KRW,COD,4.02,Freight,Preferred
SUP-00894,Bavarian Cable & Wire 894,Mexico,MXN,2/10 Net 30,3.5,Crude Oil / Polymers,Under Review
SUP-00895,Horizon Polymer Corp 895,Germany,EUR,Net 30,2.64,Electronics,Active
SUP-00896,Apex Electronics 896,USA,USD,LC At Sight,,Rare Earths,Under Review
SUP-00897,Vanguard Industrial 897,Unknown,CAD,Net 30,2.92,Packaging,Active
SUP-00898,Horizon Polymer Corp 898,UK,GBP,COD,3.53,Rare Earths,Under Review
SUP-00899,Horizon Polymer Corp 899,UK,GBP,2/10 Net 30,3.86,Crude Oil / Polymers,Under Review
sup_900,Vanguard Industrial 900,Mexico,MXN,2/10 Net 30,4.5,Crude Oil / Polymers,Inactive
