PO_Number,SupplierID,ProductID,OrderDate,ExpectedDeliveryDate,QuantityOrdered,UnitCost,TotalPOValue,Currency,PO_Status
PO-SYN-0008534,SUP-00410,PRD-01471,2024-10-05,2024-11-26,11313,596.09,6743566.17,GBP,CANCELLED
PO-SYN-0008535,SUP-00611,PRD-04506,12/02/2024,15-Jan-2025,11795,,,EUR,CANCELLED
PO-SYN-0008536,SUP-00990,PRD-00143,2024-06-08,2024-06-23,733,284.96,208875.68,EUR,approved 
PO-SYN-0008537,SUP-00383,PRD-00262,2024-07-13,2024-09-04,10789,1126.88,12157908.32,eur,approved 
PO-SYN-0008538,SUP-00387,PRD-04848,2024-03-04,2024-03-30,14912,1152.84,17191150.08,usd,IN_TRANSIT
PO-SYN-0008539,SUP-00744,PRD-00366,2025-12-15,2026-01-10,12177,297.0,3616569.0,GBP,Approved
PO-SYN-0008540,SUP-88888,PRD-00750,04/17/2026,27-Jun-2026,14918,2322.37,34645115.66,USD,Approved
PO-SYN-0008541,SUP-00505,PRD-04976,2025/03/26,PENDING_DATE,5959,1839.05,10958898.95,GBP,approved 
PO-SYN-0008542,SUP-00782,PRD-01094,2024-08-22,2024-09-24,5301,1044.67,5537795.67,EUR,CANCELLED
PO-SYN-0008543,SUP-00182,PRD-01214,2025-06-29,2025-07-18,10145,653.75,6632293.75,CNY,PENDING_APPROVAL
PO-SYN-0008544,SUP-00595,PRD-01158,2026-05-26,2026-07-04,13970,2323.57,32460272.9,eur,IN_TRANSIT
PO-SYN-0008545,SUP-00019,PRD-00187,09/18/2025,17-Nov-2025,11842,1833.52,21712543.84,usd,APPROVED
PO-SYN-0008546,SUP-00974,PRD-00781,2024-09-14,2024-11-21,12828,683.21,8764217.88,eur,IN_TRANSIT
PO-SYN-0008547,SUP-00817,PRD-01571,2025-04-30,2025-06-04,14070,2472.84,34792858.8,eur,IN_TRANSIT
PO-SYN-0008548,SUP-00831,PRD-02335,2025-02-21,2025-05-03,892,868.78,774951.76,eur,approved 
PO-SYN-0008549,SUP-00122,PRD-01765,2024-04-23,2024-05-22,9502,739.86,7030149.72,eur,FULFILLED
PO-SYN-0008550,SUP-00216,PRD-02299,02/04/2026,01-Mar-2026,-500,,,CNY,CANCELLED
PO-SYN-0008551,SUP-00157,PRD-01119,2025-10-10,2025-12-07,14287,1520.94,21729669.78,JPY,PENDING_APPROVAL
PO-SYN-0008552,SUP-00141,PRD-02829,2024-03-04,2024-05-02,7816,1021.28,7982324.48,eur,PENDING_APPROVAL
PO-SYN-0008553,SUP-00756,PRD-00222,2025-02-04,2025-03-31,13856,182.57,2529689.92,EUR,CANCELLED
PO-SYN-0008554,SUP-00569,PRD-03660,2024-04-30,2024-05-17,4671,221.76,1035840.96,USD,approved 
PO-SYN-0008555,SUP-00624,PRD-03219,05/13/2024,12-Jul-2024,10317,774.87,7994333.79,USD,FULFILLED
PO-SYN-0008556,SUP-00769,PRD-00465,2026-04-01,2026-05-25,3527,44.22,155963.94,JPY,CANCELLED
PO-SYN-0008557,SUP-00813,PRD-02289,2026-02-06,2026-03-18,1226,2045.5,2507783.0,JPY,PENDING_APPROVAL
PO-SYN-0008558,SUP-00777,PRD-03064,2024-12-27,2025-03-11,13841,890.02,12318766.82,CNY,Approved
PO-SYN-0008559,SUP-00995,PRD-04429,2024/02/29,PENDING_DATE,1848,1343.44,2482677.12,GBP,PENDING_APPROVAL
PO-SYN-0008560,SUP-00071,PRD-77777,09/24/2025,22-Oct-2025,8548,406.04,3470829.92,EUR,APPROVED
PO-SYN-0008561,SUP-00228,PRD-03209,2026-06-17,2026-07-05,6326,441.3,2791663.8,eur,IN_TRANSIT
PO-SYN-0008562,SUP-00446,PRD-01799,2024-10-01,2024-11-30,9978,2170.81,21660342.18,GBP,APPROVED
PO-SYN-0008563,SUP-00701,PRD-02121,2025-05-27,2025-07-15,9555,1928.66,18428346.3,eur,PENDING_APPROVAL
PO-SYN-0008564,SUP-00958,PRD-03618,2025-01-18,2025-02-19,2854,532.21,1518927.34,JPY,IN_TRANSIT
PO-SYN-0008565,SUP-00731,PRD-00910,08/13/2025,14-Oct-2025,3135,,,EUR,PENDING_APPROVAL
PO-SYN-0008566,SUP-00306,PRD-00314,2025-06-09,2025-08-20,2514,1809.58,4549284.12,usd,CANCELLED
PO-SYN-0008567,SUP-00014,PRD-00006,2024-01-30,2024-02-18,5133,2241.75,11506902.75,USD,IN_TRANSIT
PO-SYN-0008568,SUP-00321,PRD-02761,2025/04/08,PENDING_DATE,5270,264.83,1395654.1,usd,approved 
PO-SYN-0008569,SUP-00569,PRD-01499,2025-09-02,2025-09-30,10184,1181.07,12028016.88,eur,CANCELLED
PO-SYN-0008570,SUP-00749,PRD-00367,12/05/2025,09-Jan-2026,7246,51.61,373966.06,USD,approved 
PO-SYN-0008571,SUP-00330,PRD-01243,2024-07-29,2024-08-15,12466,1374.62,17136012.92,JPY,CANCELLED
PO-SYN-0008572,SUP-00220,PRD-01807,2024-02-17,2024-04-05,769,607.54,467198.26,CNY,CANCELLED
PO-SYN-0008573,SUP-00716,PRD-04804,2025-11-06,2025-12-08,9940,376.51,3742509.4,usd,Approved
PO-SYN-0008574,SUP-00819,PRD-02428,2025-01-28,2025-02-14,5141,502.42,2582941.22,GBP,APPROVED
PO-SYN-0008575,SUP-88888,PRD-04320,02/03/2026,15-Apr-2026,3020,879.38,2655727.6,EUR,IN_TRANSIT
PO-SYN-0008576,SUP-00623,PRD-01179,2024-09-13,2024-09-30,8380,1315.99,11027996.2,GBP,PENDING_APPROVAL
PO-SYN-0008577,SUP-00353,PRD-00736,2026/02/01,PENDING_DATE,8164,1701.36,13889903.04,eur,approved 
PO-SYN-0008578,SUP-00171,PRD-04458,2025-07-31,2025-09-22,10701,1378.0,14745978.0,JPY,IN_TRANSIT
PO-SYN-0008579,SUP-00781,PRD-00991,2025-04-30,2025-05-19,9882,1050.75,10383511.5,JPY,CANCELLED
PO-SYN-0008580,SUP-00704,PRD-02928,04/06/2024,20-Jun-2024,-500,,,CNY,FULFILLED
PO-SYN-0008581,SUP-00824,PRD-02209,2025-11-05,2026-01-07,11914,425.74,5072266.36,CNY,FULFILLED
PO-SYN-0008582,SUP-00827,PRD-03014,2024-05-02,2024-05-11,9715,1161.07,11279795.05,GBP,IN_TRANSIT
PO-SYN-0008583,SUP-00810,PRD-04241,2024-04-01,2024-04-08,4236,464.03,1965631.08,eur,Approved
PO-SYN-0008584,SUP-00400,PRD-02024,2026-03-26,2026-04-12,10911,451.27,4923806.97,GBP,PENDING_APPROVAL
PO-SYN-0008585,SUP-00286,PRD-03068,12/30/2024,02-Mar-2025,2120,2268.3,4808796.0,USD,Approved
PO-SYN-0008586,SUP-00755,PRD-04553,2024/11/03,PENDING_DATE,9983,1376.08,13737406.64,eur,APPROVED
PO-SYN-0008587,SUP-00422,PRD-01816,2026-01-19,2026-02-03,6911,2188.21,15122719.31,eur,approved 
PO-SYN-0008588,SUP-00176,PRD-03958,2024-10-10,2024-11-12,885,1294.06,1145243.1,USD,CANCELLED
PO-SYN-0008589,SUP-00794,PRD-02033,2024-01-31,2024-02-23,923,1670.1,1541502.3,USD,APPROVED
PO-SYN-0008590,SUP-00249,PRD-04769,04/21/2026,12-Jun-2026,11209,600.76,6733918.84,USD,CANCELLED
PO-SYN-0008591,SUP-00721,PRD-01865,2024-09-19,2024-12-03,9666,1467.46,14184468.36,EUR,CANCELLED
PO-SYN-0008592,SUP-00217,PRD-02011,2025-08-29,2025-10-06,8936,231.73,2070739.28,CNY,CANCELLED
PO-SYN-0008593,SUP-00813,PRD-01587,2025-08-30,2025-10-18,14005,857.53,12009707.65,GBP,IN_TRANSIT
PO-SYN-0008594,SUP-00055,PRD-02770,2026-05-31,2026-07-22,12213,1248.84,15252082.92,JPY,IN_TRANSIT
PO-SYN-0008595,SUP-00880,PRD-03045,04/14/2025,04-May-2025,9573,,,usd,APPROVED
PO-SYN-0008596,SUP-00734,PRD-01132,2025-09-28,2025-11-04,13520,1470.47,19880754.4,eur,PENDING_APPROVAL
PO-SYN-0008597,SUP-00597,PRD-01332,2024-06-03,2024-06-24,1837,921.57,1692924.09,GBP,APPROVED
PO-SYN-0008598,SUP-00228,PRD-04340,2024-04-26,2024-07-08,5905,86.94,513380.7,JPY,IN_TRANSIT
PO-SYN-0008599,SUP-00193,PRD-02305,2026-01-29,2026-03-23,14171,2324.44,32939639.24,JPY,IN_TRANSIT
PO-SYN-0008600,SUP-00399,PRD-77777,04/20/2026,24-May-2026,7277,1936.24,14090018.48,USD,IN_TRANSIT
PO-SYN-0008601,SUP-00963,PRD-01094,2024-04-19,2024-05-01,4402,982.57,4325273.14,CNY,IN_TRANSIT
PO-SYN-0008602,SUP-00719,PRD-04828,2024-09-26,2024-11-19,9067,584.82,5302562.94,JPY,CANCELLED
PO-SYN-0008603,SUP-00714,PRD-04959,2026-05-06,2026-06-18,4867,619.97,3017393.99,USD,PENDING_APPROVAL
PO-SYN-0008604,SUP-00684,PRD-04908,2024/08/26,PENDING_DATE,1290,2486.67,3207804.3,EUR,PENDING_APPROVAL
PO-SYN-0008605,SUP-00489,PRD-04674,02/22/2025,11-Mar-2025,678,965.77,654792.06,USD,CANCELLED
PO-SYN-0008606,SUP-00604,PRD-02081,2025-07-25,2025-08-23,9344,759.44,7096207.36,eur,IN_TRANSIT
PO-SYN-0008607,SUP-00489,PRD-02091,2026-02-07,2026-02-24,13728,2295.13,31507544.64,CNY,approved 
PO-SYN-0008608,SUP-00366,PRD-02519,2024-12-30,2025-02-23,3626,2362.84,8567657.84,usd,FULFILLED
PO-SYN-0008609,SUP-00494,PRD-00571,2026-03-25,2026-05-02,8578,1025.95,8800599.1,JPY,CANCELLED
PO-SYN-0008610,SUP-88888,PRD-03625,07/08/2024,27-Jul-2024,-500,,,eur,CANCELLED
PO-SYN-0008611,SUP-00884,PRD-02165,2024-10-09,2024-10-31,13514,2139.34,28911040.76,CNY,FULFILLED
PO-SYN-0008612,SUP-00451,PRD-02138,2024-05-13,2024-06-05,2941,151.53,445649.73,JPY,APPROVED
PO-SYN-0008613,SUP-00488,PRD-02005,2025/03/10,PENDING_DATE,9594,1773.52,17015150.88,eur,approved 
PO-SYN-0008614,SUP-00996,PRD-02401,2024-10-28,2024-12-22,2102,836.22,1757734.44,USD,IN_TRANSIT
PO-SYN-0008615,SUP-00111,PRD-00006,07/30/2025,12-Oct-2025,8613,2335.73,20117642.49,usd,Approved
PO-SYN-0008616,SUP-00109,PRD-02464,2025-11-02,2025-12-14,14638,2093.94,30651093.72,GBP,CANCELLED
PO-SYN-0008617,SUP-00240,PRD-02247,2024-09-24,2024-11-19,7449,1355.07,10093916.43,USD,IN_TRANSIT
PO-SYN-0008618,SUP-00639,PRD-01498,2025-11-21,2026-01-31,13516,2457.14,33210704.24,JPY,APPROVED
PO-SYN-0008619,SUP-00975,PRD-04475,2024-09-27,2024-10-31,722,1026.68,741262.96,USD,PENDING_APPROVAL
PO-SYN-0008620,SUP-00591,PRD-01457,02/07/2026,21-Feb-2026,5649,659.65,3726362.85,JPY,FULFILLED
PO-SYN-0008621,SUP-00452,PRD-04034,2026-03-21,2026-05-15,190,2424.3,460617.0,EUR,CANCELLED
PO-SYN-0008622,SUP-00939,PRD-03414,2024/10/31,PENDING_DATE,196,1068.53,209431.88,USD,PENDING_APPROVAL
PO-SYN-0008623,SUP-00013,PRD-00269,2025-11-25,2025-12-28,4748,1591.6,7556916.8,CNY,IN_TRANSIT
PO-SYN-0008624,SUP-00847,PRD-01218,2025-01-21,2025-02-25,5154,57.58,296767.32,GBP,approved 
PO-SYN-0008625,SUP-00590,PRD-03022,12/19/2024,20-Jan-2025,12556,,,JPY,PENDING_APPROVAL
PO-SYN-0008626,SUP-00471,PRD-01984,2026-01-16,2026-02-12,6841,1695.2,11596863.2,USD,Approved
PO-SYN-0008627,SUP-00437,PRD-02027,2024-12-04,2025-01-09,6544,2204.87,14428669.28,usd,Approved
PO-SYN-0008628,SUP-00886,PRD-00935,2024-11-29,2025-01-16,1739,1271.65,2211399.35,CNY,FULFILLED
PO-SYN-0008629,SUP-00063,PRD-00492,2024-07-17,2024-09-06,5024,1567.59,7875572.16,eur,approved 
PO-SYN-0008630,SUP-00107,PRD-03635,10/21/2024,21-Nov-2024,10997,2037.93,22411116.21,eur,PENDING_APPROVAL
PO-SYN-0008631,SUP-00186,PRD-03169,2024/08/12,PENDING_DATE,13176,1433.49,18887664.24,JPY,Approved
PO-SYN-0008632,SUP-00208,PRD-03312,2024-08-21,2024-09-01,13847,2152.87,29810790.89,eur,PENDING_APPROVAL
PO-SYN-0008633,SUP-00775,PRD-00853,2025-11-12,2025-11-20,14656,208.13,3050353.28,USD,IN_TRANSIT
PO-SYN-0008634,SUP-00681,PRD-02389,2026-01-21,2026-03-29,11210,1517.17,17007475.7,usd,Approved
PO-SYN-0008635,SUP-00534,PRD-04146,04/29/2024,10-Jun-2024,9952,618.24,6152724.48,EUR,IN_TRANSIT
PO-SYN-0008636,SUP-00900,PRD-01261,2026-04-12,2026-05-27,9752,973.99,9498350.48,EUR,FULFILLED
PO-SYN-0008637,SUP-00131,PRD-02986,2025-01-03,2025-03-06,6387,1555.36,9934084.32,GBP,IN_TRANSIT
PO-SYN-0008638,SUP-00686,PRD-00165,2026-02-01,2026-04-11,3176,2040.37,6480215.12,EUR,APPROVED
PO-SYN-0008639,SUP-00874,PRD-03543,2025-07-17,2025-09-15,4441,1307.91,5808428.31,USD,APPROVED
PO-SYN-0008640,SUP-00844,PRD-77777,07/13/2025,06-Sep-2025,-500,,,JPY,FULFILLED
PO-SYN-0008641,SUP-00555,PRD-03878,2025-12-11,2026-02-24,9896,472.11,4672000.56,usd,CANCELLED
PO-SYN-0008642,SUP-00752,PRD-04829,2024-01-02,2024-02-06,12178,765.09,9317266.02,CNY,approved 
PO-SYN-0008643,SUP-00594,PRD-03168,2026-01-12,2026-03-23,11140,463.81,5166843.4,USD,APPROVED
PO-SYN-0008644,SUP-00373,PRD-03964,2026-02-04,2026-04-20,4805,402.32,1933147.6,JPY,approved 
PO-SYN-0008645,SUP-88888,PRD-00916,03/10/2026,18-Mar-2026,379,2452.08,929338.32,USD,FULFILLED
PO-SYN-0008646,SUP-00010,PRD-04391,2026-01-28,2026-03-08,3938,1122.38,4419932.44,usd,IN_TRANSIT
PO-SYN-0008647,SUP-00902,PRD-00935,2025-11-19,2025-12-19,13710,1933.36,26506365.6,GBP,Approved
PO-SYN-0008648,SUP-00356,PRD-00492,2026-01-27,2026-02-10,12929,517.49,6690628.21,eur,Approved
PO-SYN-0008649,SUP-00699,PRD-04152,2026/06/13,PENDING_DATE,14792,326.65,4831806.8,eur,FULFILLED
PO-SYN-0008650,SUP-00313,PRD-04816,10/22/2025,12-Nov-2025,10430,458.46,4781737.8,EUR,APPROVED
PO-SYN-0008651,SUP-00743,PRD-04223,2026-04-21,2026-05-29,3664,2331.12,8541223.68,JPY,FULFILLED
PO-SYN-0008652,SUP-00938,PRD-02556,2026-02-25,2026-04-22,8267,391.59,3237274.53,eur,IN_TRANSIT
PO-SYN-0008653,SUP-00887,PRD-00833,2025-02-10,2025-04-02,6144,2341.08,14383595.52,usd,PENDING_APPROVAL
PO-SYN-0008654,SUP-00657,PRD-00556,2024-05-23,2024-06-06,8782,788.65,6925924.3,JPY,Approved
PO-SYN-0008655,SUP-00677,PRD-04614,11/05/2024,06-Jan-2025,9494,,,EUR,CANCELLED
PO-SYN-0008656,SUP-00266,PRD-02998,2024-07-06,2024-08-17,11379,483.37,5500267.23,CNY,Approved
PO-SYN-0008657,SUP-00901,PRD-01646,2026-02-21,2026-04-05,298,115.04,34281.92,USD,approved 
PO-SYN-0008658,SUP-00384,PRD-04566,2024/11/10,PENDING_DATE,7935,481.04,3817052.4,USD,Approved
PO-SYN-0008659,SUP-00784,PRD-03463,2025-10-27,2025-12-02,5210,310.15,1615881.5,eur,APPROVED
PO-SYN-0008660,SUP-00847,PRD-04275,07/14/2025,24-Sep-2025,8863,2481.67,21995041.21,usd,CANCELLED
PO-SYN-0008661,SUP-00687,PRD-02816,2024-08-06,2024-09-11,2150,2045.11,4396986.5,eur,APPROVED
PO-SYN-0008662,SUP-00348,PRD-04422,2024-02-20,2024-03-21,7613,786.5,5987624.5,CNY,APPROVED
PO-SYN-0008663,SUP-00546,PRD-04813,2024-11-27,2025-02-07,6986,36.51,255058.86,EUR,APPROVED
PO-SYN-0008664,SUP-00360,PRD-04977,2024-07-18,2024-08-12,13907,1528.95,21263107.65,USD,approved 
PO-SYN-0008665,SUP-00733,PRD-01568,07/07/2024,20-Sep-2024,1744,521.51,909513.44,CNY,CANCELLED
PO-SYN-0008666,SUP-00309,PRD-02958,2025-08-21,2025-10-03,14576,2432.14,35450872.64,GBP,approved 
PO-SYN-0008667,SUP-00020,PRD-00608,2026/05/06,PENDING_DATE,839,210.57,176668.23,CNY,CANCELLED
PO-SYN-0008668,SUP-00948,PRD-02766,2024-08-04,2024-09-21,9027,1052.34,9499473.18,USD,APPROVED
PO-SYN-0008669,SUP-00935,PRD-01569,2025-12-23,2026-02-09,11982,138.56,1660225.92,JPY,FULFILLED
PO-SYN-0008670,SUP-00559,PRD-02995,05/01/2026,10-Jul-2026,-500,,,JPY,approved 
PO-SYN-0008671,SUP-00904,PRD-04572,2025-07-26,2025-10-01,7524,996.57,7498192.68,JPY,PENDING_APPROVAL
PO-SYN-0008672,SUP-00768,PRD-01675,2025-11-02,2025-12-21,5118,1626.3,8323403.4,usd,IN_TRANSIT
PO-SYN-0008673,SUP-00706,PRD-04909,2024-05-07,2024-06-23,10248,963.22,9871078.56,JPY,Approved
PO-SYN-0008674,SUP-00162,PRD-03288,2025-10-23,2026-01-03,14724,331.47,4880564.28,GBP,PENDING_APPROVAL
PO-SYN-0008675,SUP-00769,PRD-01387,04/04/2024,25-May-2024,14446,960.8,13879716.8,JPY,CANCELLED
PO-SYN-0008676,SUP-00306,PRD-04344,2024/05/10,PENDING_DATE,426,2417.55,1029876.3,EUR,APPROVED
PO-SYN-0008677,SUP-00903,PRD-02785,2026-03-01,2026-04-19,1554,251.07,390162.78,CNY,approved 
PO-SYN-0008678,SUP-00859,PRD-04945,2024-10-09,2024-11-20,9156,90.89,832188.84,GBP,APPROVED
PO-SYN-0008679,SUP-00022,PRD-03175,2026-01-25,2026-02-28,12690,2498.62,31707487.8,GBP,APPROVED
PO-SYN-0008680,SUP-88888,PRD-77777,03/23/2024,23-May-2024,11394,802.12,9139355.28,usd,IN_TRANSIT
PO-SYN-0008681,SUP-00405,PRD-04989,2025-05-06,2025-06-09,12173,861.03,10481318.19,GBP,APPROVED
PO-SYN-0008682,SUP-00017,PRD-04267,2025-12-30,2026-02-02,8817,512.2,4516067.4,usd,IN_TRANSIT
PO-SYN-0008683,SUP-00205,PRD-04552,2026-01-25,2026-04-01,1399,2488.49,3481397.51,eur,IN_TRANSIT
PO-SYN-0008684,SUP-00345,PRD-00671,2026-01-27,2026-03-01,3367,1817.81,6120566.27,JPY,PENDING_APPROVAL
PO-SYN-0008685,SUP-00039,PRD-04057,10/27/2024,16-Dec-2024,4173,,,EUR,FULFILLED
PO-SYN-0008686,SUP-00465,PRD-02189,2024-12-05,2025-01-24,6898,1662.43,11467442.14,CNY,approved 
PO-SYN-0008687,SUP-00707,PRD-04907,2026-05-24,2026-06-07,12822,2224.62,28524077.64,GBP,IN_TRANSIT
PO-SYN-0008688,SUP-00904,PRD-04923,2026-01-27,2026-02-10,4494,1946.77,8748784.38,GBP,CANCELLED
PO-SYN-0008689,SUP-00648,PRD-04829,2025-09-26,2025-10-11,2756,471.98,1300776.88,usd,PENDING_APPROVAL
PO-SYN-0008690,SUP-00230,PRD-03831,02/07/2025,18-Feb-2025,7769,446.11,3465828.59,eur,CANCELLED
PO-SYN-0008691,SUP-00577,PRD-04846,2024-10-06,2024-12-09,11154,790.31,8815117.74,usd,IN_TRANSIT
PO-SYN-0008692,SUP-00433,PRD-00704,2024-02-28,2024-05-01,3577,270.09,966111.93,EUR,CANCELLED
PO-SYN-0008693,SUP-00792,PRD-02659,2025-09-27,2025-10-17,2844,536.04,1524497.76,EUR,PENDING_APPROVAL
PO-SYN-0008694,SUP-00684,PRD-01506,2026/03/07,PENDING_DATE,4381,1965.1,8609103.1,eur,IN_TRANSIT
PO-SYN-0008695,SUP-00492,PRD-04988,04/07/2024,05-May-2024,5171,2208.81,11421756.51,eur,APPROVED
PO-SYN-0008696,SUP-00139,PRD-03225,2024-06-02,2024-08-08,8149,1731.55,14110400.95,EUR,PENDING_APPROVAL
PO-SYN-0008697,SUP-00706,PRD-04906,2025-07-14,2025-07-27,7385,1786.25,13191456.25,usd,FULFILLED
PO-SYN-0008698,SUP-00219,PRD-01072,2026-05-02,2026-06-02,12504,343.73,4297999.92,JPY,IN_TRANSIT
PO-SYN-0008699,SUP-00275,PRD-00567,2024-02-06,2024-04-08,6297,2194.76,13820403.72,usd,FULFILLED
PO-SYN-0008700,SUP-00782,PRD-02231,08/28/2025,04-Nov-2025,-500,,,JPY,PENDING_APPROVAL
PO-SYN-0008701,SUP-00330,PRD-02860,2025-07-09,2025-08-19,14858,714.8,10620498.4,USD,IN_TRANSIT
PO-SYN-0008702,SUP-00701,PRD-04995,2025-09-02,2025-11-09,8696,1123.36,9768738.56,USD,FULFILLED
PO-SYN-0008703,SUP-00560,PRD-02597,2025/09/05,PENDING_DATE,10879,1800.58,19588509.82,EUR,approved 
PO-SYN-0008704,SUP-00937,PRD-00898,2024-08-15,2024-09-13,297,58.41,17347.77,eur,CANCELLED
PO-SYN-0008705,SUP-00432,PRD-03415,05/05/2025,22-Jun-2025,11854,49.83,590684.82,JPY,FULFILLED
PO-SYN-0008706,SUP-00380,PRD-03737,2026-06-17,2026-06-30,8913,1824.22,16259272.86,EUR,approved 
PO-SYN-0008707,SUP-00012,PRD-00380,2026-03-20,2026-05-10,10383,1785.6,18539884.8,GBP,FULFILLED
PO-SYN-0008708,SUP-00561,PRD-00891,2024-08-15,2024-10-27,1323,2136.3,2826324.9,JPY,CANCELLED
PO-SYN-0008709,SUP-00793,PRD-02912,2024-10-08,2024-10-17,14687,884.92,12996820.04,JPY,approved 
PO-SYN-0008710,SUP-00317,PRD-01650,01/30/2026,06-Feb-2026,1891,2412.71,4562434.61,EUR,PENDING_APPROVAL
PO-SYN-0008711,SUP-00298,PRD-02600,2024-08-09,2024-10-11,5257,2007.67,10554321.19,EUR,CANCELLED
PO-SYN-0008712,SUP-00164,PRD-00027,2024/12/29,PENDING_DATE,5040,555.31,2798762.4,GBP,IN_TRANSIT
PO-SYN-0008713,SUP-00029,PRD-01946,2025-08-31,2025-09-26,11464,936.8,10739475.2,EUR,PENDING_APPROVAL
PO-SYN-0008714,SUP-00774,PRD-02242,2024-01-30,2024-04-07,14934,1737.26,25944240.84,CNY,APPROVED
PO-SYN-0008715,SUP-88888,PRD-01914,03/21/2024,09-Apr-2024,587,,,USD,FULFILLED
PO-SYN-0008716,SUP-00951,PRD-00773,2025-11-17,2025-12-06,6515,2454.11,15988526.65,GBP,APPROVED
PO-SYN-0008717,SUP-00167,PRD-04030,2025-02-10,2025-02-24,10549,62.16,655725.84,USD,PENDING_APPROVAL
PO-SYN-0008718,SUP-00288,PRD-04983,2026-05-15,2026-06-14,8197,309.08,2533528.76,CNY,PENDING_APPROVAL
PO-SYN-0008719,SUP-00152,PRD-02567,2025-07-05,2025-07-23,6133,1934.11,11861896.63,usd,PENDING_APPROVAL
PO-SYN-0008720,SUP-00160,PRD-77777,07/23/2025,20-Aug-2025,10258,2470.22,25339516.76,USD,PENDING_APPROVAL
PO-SYN-0008721,SUP-00206,PRD-02751,2024/03/27,PENDING_DATE,13771,436.45,6010352.95,USD,CANCELLED
PO-SYN-0008722,SUP-00318,PRD-01726,2026-02-10,2026-02-27,12065,590.23,7121124.95,EUR,APPROVED
PO-SYN-0008723,SUP-00863,PRD-03890,2024-04-09,2024-06-01,12195,1274.19,15538747.05,USD,Approved
PO-SYN-0008724,SUP-00281,PRD-04012,2024-11-21,2024-12-14,7647,1888.6,14442124.2,usd,APPROVED
PO-SYN-0008725,SUP-00166,PRD-03681,06/26/2024,09-Sep-2024,7278,1549.99,11280827.22,CNY,approved 
PO-SYN-0008726,SUP-00996,PRD-03296,2024-01-25,2024-03-04,667,1319.46,880079.82,GBP,FULFILLED
PO-SYN-0008727,SUP-00289,PRD-01594,2025-12-23,2026-01-05,3286,1850.01,6079132.86,usd,APPROVED
PO-SYN-0008728,SUP-00741,PRD-04376,2024-08-22,2024-09-30,13772,624.0,8593728.0,JPY,IN_TRANSIT
PO-SYN-0008729,SUP-00441,PRD-03893,2025-06-06,2025-06-16,108,588.86,63596.88,USD,PENDING_APPROVAL
PO-SYN-0008730,SUP-00113,PRD-04639,04/26/2025,21-May-2025,-500,,,EUR,CANCELLED
PO-SYN-0008731,SUP-00004,PRD-00311,2026-02-21,2026-04-23,13759,543.72,7481043.48,JPY,APPROVED
PO-SYN-0008732,SUP-00944,PRD-04685,2024-05-19,2024-06-19,12242,922.54,11293734.68,USD,approved 
PO-SYN-0008733,SUP-00053,PRD-04726,2024-11-02,2024-12-03,12183,2133.21,25988897.43,GBP,CANCELLED
PO-SYN-0008734,SUP-00867,PRD-02213,2025-08-03,2025-09-15,2948,1829.55,5393513.4,USD,PENDING_APPROVAL
PO-SYN-0008735,SUP-00682,PRD-02557,11/18/2024,08-Jan-2025,6464,157.87,1020471.68,EUR,IN_TRANSIT
PO-SYN-0008736,SUP-00661,PRD-02263,2024-05-14,2024-06-12,6216,1437.59,8936059.44,CNY,Approved
PO-SYN-0008737,SUP-00651,PRD-01244,2024-09-01,2024-11-08,2661,881.9,2346735.9,GBP,Approved
PO-SYN-0008738,SUP-00422,PRD-04379,2024-10-05,2024-10-29,13687,1017.12,13921321.44,USD,IN_TRANSIT
PO-SYN-0008739,SUP-00560,PRD-03743,2025/05/05,PENDING_DATE,13488,1417.31,19116677.28,CNY,FULFILLED
PO-SYN-0008740,SUP-00468,PRD-01433,05/16/2025,15-Jun-2025,6880,1020.83,7023310.4,eur,IN_TRANSIT
PO-SYN-0008741,SUP-00224,PRD-04492,2024-10-05,2024-11-29,10305,114.39,1178788.95,EUR,FULFILLED
PO-SYN-0008742,SUP-00106,PRD-03150,2024-04-13,2024-06-11,10644,2246.31,23909723.64,GBP,APPROVED
PO-SYN-0008743,SUP-00919,PRD-03319,2024-04-09,2024-06-08,1601,736.19,1178640.19,CNY,PENDING_APPROVAL
PO-SYN-0008744,SUP-00966,PRD-00255,2026-01-05,2026-03-15,4837,679.19,3285242.03,CNY,CANCELLED
PO-SYN-0008745,SUP-00741,PRD-00333,11/16/2024,21-Dec-2024,2653,,,usd,approved 
PO-SYN-0008746,SUP-00984,PRD-03126,2024-10-10,2024-10-17,14545,587.34,8542860.3,JPY,PENDING_APPROVAL
PO-SYN-0008747,SUP-00788,PRD-01960,2024-02-06,2024-03-13,1898,1676.8,3182566.4,JPY,CANCELLED
PO-SYN-0008748,SUP-00229,PRD-01779,2025/08/27,PENDING_DATE,11400,1388.93,15833802.0,EUR,Approved
PO-SYN-0008749,SUP-00964,PRD-00892,2024-06-07,2024-08-11,2010,2367.54,4758755.4,CNY,PENDING_APPROVAL
PO-SYN-0008750,SUP-88888,PRD-02869,06/19/2026,27-Jul-2026,12406,1220.42,15140530.52,CNY,PENDING_APPROVAL
PO-SYN-0008751,SUP-00624,PRD-04115,2024-05-06,2024-06-24,5867,1312.11,7698149.37,USD,FULFILLED
PO-SYN-0008752,SUP-00296,PRD-02978,2025-09-20,2025-11-25,12256,2338.97,28666416.32,eur,APPROVED
