ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,BaseFreightCost,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus
SHP-0008319,PO-SYN-0012057,WH-06,FEDEX EXPRESS,Ocean,2024-10-03,2024-10-18,2024-10-15,7115.77,1004.82,USD,Delivered
SHP-0008320,PO-SYN-0016730,WH-32,Fed-Ex,Ocean Freight,2025-09-03,2025-09-18,N/A,$13845.5,2016.4,USD,PORT_CUSTOMS_HOLD
SHP-0008321,PO-SYN-0014248,WH-06,Fed-Ex,AIR,2026-05-14,2026-05-29,N/A,20782.05,3137.8,USD,DELAYED_WEATHER
SHP-0008322,PO-SYN-0006065,WH-04,DHL,Air Freight,2024-07-20,2024-08-04,N/A,11436.37,2817.08,USD,SCHEDULED
SHP-0008323,PO-SYN-0018217,WH-21,DHL,Ocean,2024-02-05,2024-02-20,N/A,3906.39,1330.12,USD,SCHEDULED
SHP-0008324,PO-SYN-0019639,WH-24,FedEx,Air Freight,2024-09-21,2024-10-06,N/A,6242.11,785.26,USD,DELAYED_WEATHER
SHP-0008325,PO-SYN-0001235,WH-07,FedEx,Road Transport,2026-02-17,2026-03-04,N/A,22438.08,4963.9,USD,DELAYED_WEATHER
SHP-0008326,PO-SYN-0013802,WH-12,DHL Express,Road Transport,2024-04-12,2024-04-27,N/A,23875.99,3629.63,USD,PORT_CUSTOMS_HOLD
SHP-0008327,PO-SYN-0009264,WH-03,FEDEX EXPRESS,AIR,2025-12-15,2025-12-30,2025-12-30,5375.42,1524.56,USD,DELIVERED
SHP-0008328,PO-SYN-0005679,WH-01,FedEx,Truck,2025-11-07,2025-11-22,N/A,$13298.03,3791.12,USD,PORT_CUSTOMS_HOLD
SHP-0008329,PO-SYN-0018071,WH-35,Maersk Line,Truck,2026-01-30,2026-02-14,N/A,17874.16,2403.31,USD,SCHEDULED
SHP-0008330,PO-SYN-0006979,WH-24,FedEx,AIR,2024-02-18,2024-03-04,N/A,FREE,7394.77,USD,SCHEDULED
SHP-0008331,PO-SYN-0014076,WH-08,FEDEX EXPRESS,Truck,2024-11-24,2024-12-09,N/A,7036.41,1169.07,USD,SCHEDULED
SHP-0008332,PO-SYN-0007248,WH-44,Fed-Ex,Air Freight,2025-01-20,2025-02-04,N/A,19292.27,3704.93,USD,PORT_CUSTOMS_HOLD
SHP-0008333,PO-SYN-0018843,WH-21,DB Schenker,Truck,2026-02-25,2026-03-12,N/A,9260.62,2775.6,USD,SCHEDULED
SHP-0008334,PO-SYN-0000629,WH-20,Maersk Line,Truck,2025-10-20,2025-11-04,N/A,2124.94,525.99,USD,PORT_CUSTOMS_HOLD
SHP-0008335,PO-SYN-0013427,WH-45,FEDEX EXPRESS,Air Freight,2025-11-28,2025-12-13,N/A,5819.23,1667.62,USD,IN_TRANSIT
SHP-0008336,PO-SYN-0010839,WH-19,DB Schenker,Ocean Freight,2024-04-24,2024-05-09,2024-05-01,$7520.04,907.69,USD,Delivered
SHP-0008337,PO-SYN-0010874,WH-46,DHL,Road Transport,2024-05-12,2024-05-27,N/A,2426.76,347.31,USD,IN_TRANSIT
SHP-0008338,PO-SYN-0004943,WH-25,Maersk Line,Truck,2024-08-05,2024-08-20,N/A,4361.54,963.11,USD,SCHEDULED
SHP-0008339,PO-SYN-0009132,WH-10,FEDEX EXPRESS,Ocean Freight,2026-06-16,2026-07-01,2026-06-24,23739.19,7240.87,USD,DELIVERED
SHP-0008340,PO-SYN-0008017,WH-22,MAERSK,Ocean Freight,2024-11-28,2024-12-13,N/A,,1596.7,USD,PORT_CUSTOMS_HOLD
SHP-0008341,PO-SYN-0019929,WH-39,Fed-Ex,Ocean Freight,2024-03-29,2024-04-13,2024-04-15,8916.25,1760.88,USD,DELIVERED
SHP-0008342,PO-SYN-0004506,WH-11,MSC Logistics,Ocean Freight,2026-05-01,2026-05-16,N/A,22148.63,7518.1,USD,PORT_CUSTOMS_HOLD
SHP-0008343,PO-SYN-0018024,WH-43,DHL,Ocean Freight,2025-07-08,2025-07-23,2025-08-02,16710.77,2864.24,USD,DELIVERED
SHP-0008344,PO-SYN-0012237,WH-42,MSC Logistics,Air Freight,2025-09-07,2025-09-22,2025-09-24,$17360.17,2881.58,USD,Delivered
SHP-0008345,PO-SYN-0013179,WH-31,FEDEX EXPRESS,Air Freight,2026-04-03,2026-04-18,N/A,17457.67,5559.74,USD,IN_TRANSIT
SHP-0008346,PO-SYN-0019009,WH-33,Maersk Line,Air Freight,2025-10-24,2025-11-08,N/A,6004.87,1512.39,USD,PORT_CUSTOMS_HOLD
SHP-0008347,PO-SYN-0007339,WH-35,MAERSK,AIR,2024-10-20,2024-11-04,N/A,1905.51,382.21,USD,IN_TRANSIT
SHP-0008348,PO-SYN-0001157,WH-14,DHL,Air Freight,2024-07-05,2024-07-20,N/A,15300.4,3820.31,USD,SCHEDULED
SHP-0008349,PO-SYN-0015063,WH-18,Maersk Line,Road Transport,2024-06-15,2024-06-30,2024-06-30,11104.38,1834.83,USD,Delivered
SHP-0008350,PO-SYN-0001175,WH-14,MAERSK,AIR,2024-11-01,2024-11-16,N/A,18910.07,2422.96,USD,PORT_CUSTOMS_HOLD
SHP-0008351,PO-SYN-0011674,WH-31,DB Schenker,Truck,2025-09-12,2025-09-27,N/A,13917.68,3384.77,USD,SCHEDULED
SHP-0008352,PO-SYN-0008834,WH-32,DHL Express,AIR,2026-02-21,2026-03-08,N/A,$22595.13,6099.27,USD,DELAYED_WEATHER
SHP-0008353,PO-SYN-0001723,WH-25,DHL Express,Truck,2025-07-16,2025-07-31,N/A,16055.3,4362.61,USD,DELAYED_WEATHER
SHP-0008354,PO-SYN-0010525,WH-23,DHL,Air Freight,2024-08-21,2024-09-05,N/A,18560.72,2733.9,USD,IN_TRANSIT
SHP-0008355,PO-SYN-0004840,WH-13,MSC Logistics,AIR,2025-10-24,2025-11-08,N/A,12592.32,3109.29,USD,SCHEDULED
SHP-0008356,PO-SYN-0008985,WH-47,Fed-Ex,Road Transport,2025-05-05,2025-05-20,N/A,23700.53,3413.92,USD,PORT_CUSTOMS_HOLD
SHP-0008357,PO-SYN-0010429,WH-48,DB Schenker,Air Freight,2025-06-08,2025-06-23,N/A,11987.23,3017.41,USD,IN_TRANSIT
SHP-0008358,PO-SYN-0017916,WH-49,DB Schenker,AIR,2025-12-17,2026-01-01,2025-12-27,FREE,3862.73,USD,Delivered
SHP-0008359,PO-SYN-0004392,WH-25,MAERSK,Ocean Freight,2024-03-28,2024-04-12,N/A,20848.3,5328.04,USD,PORT_CUSTOMS_HOLD
SHP-0008360,PO-SYN-0006413,WH-35,DHL Express,Ocean Freight,2024-08-23,2024-09-07,N/A,$6967.84,1911.3,USD,IN_TRANSIT
SHP-0008361,PO-SYN-0018661,WH-03,DHL,AIR,2025-03-29,2025-04-13,N/A,548.05,151.01,USD,SCHEDULED
SHP-0008362,PO-SYN-0005028,WH-35,Maersk Line,Ocean,2025-04-29,2025-05-14,N/A,21341.9,4148.17,USD,PORT_CUSTOMS_HOLD
SHP-0008363,PO-SYN-0000252,WH-33,MAERSK,Ocean Freight,2024-07-20,2024-08-04,N/A,8956.0,2404.18,USD,IN_TRANSIT
SHP-0008364,PO-SYN-0017442,WH-06,MSC Logistics,Truck,2026-04-29,2026-05-14,N/A,17316.06,5464.2,USD,PORT_CUSTOMS_HOLD
SHP-0008365,PO-SYN-0008139,WH-16,DHL Express,Truck,2025-08-20,2025-09-04,2025-08-23,1809.84,248.26,USD,Delivered
SHP-0008366,PO-SYN-0003788,WH-30,DHL,Air Freight,2024-11-11,2024-11-26,N/A,10490.47,2076.22,USD,IN_TRANSIT
SHP-0008367,PO-SYN-0002589,WH-05,DB Schenker,AIR,2024-11-29,2024-12-14,N/A,10713.18,1950.2,USD,SCHEDULED
SHP-0008368,PO-SYN-0002514,WH-19,Fed-Ex,AIR,2024-08-12,2024-08-27,2024-08-24,$15880.92,2791.78,USD,Delivered
SHP-0008369,PO-SYN-0005824,WH-05,Maersk Line,Truck,2026-02-02,2026-02-17,2026-02-18,22778.5,5577.91,USD,DELIVERED
SHP-0008370,PO-SYN-0000399,WH-30,DB Schenker,AIR,2025-10-25,2025-11-09,N/A,20662.84,4464.95,USD,SCHEDULED
SHP-0008371,PO-SYN-0012140,WH-20,MSC Logistics,Ocean Freight,2024-10-23,2024-11-07,N/A,8179.53,1203.43,USD,SCHEDULED
SHP-0008372,PO-SYN-0018746,WH-15,MSC Logistics,AIR,2025-12-22,2026-01-06,2026-01-20,FREE,2623.89,USD,DELIVERED
SHP-0008373,PO-SYN-0002949,WH-04,Fed-Ex,Ocean Freight,2026-02-02,2026-02-17,N/A,11784.02,3547.21,USD,PORT_CUSTOMS_HOLD
SHP-0008374,PO-SYN-0018015,WH-26,Maersk Line,Ocean Freight,2025-11-02,2025-11-17,N/A,3998.57,639.0,USD,IN_TRANSIT
SHP-0008375,PO-SYN-0009558,WH-02,MAERSK,Ocean Freight,2025-06-21,2025-07-06,N/A,21734.53,3160.43,USD,IN_TRANSIT
SHP-0008376,PO-SYN-0013082,WH-17,Maersk Line,AIR,2025-10-17,2025-11-01,2025-10-20,$18161.51,5723.25,USD,Delivered
SHP-0008377,PO-SYN-0008486,WH-30,DHL Express,Road Transport,2025-09-22,2025-10-07,N/A,22306.27,3163.25,USD,PORT_CUSTOMS_HOLD
SHP-0008378,PO-SYN-0013274,WH-43,MAERSK,Road Transport,2025-05-14,2025-05-29,N/A,18072.61,6063.01,USD,SCHEDULED
SHP-0008379,PO-SYN-0017432,WH-38,FEDEX EXPRESS,Ocean,2026-05-07,2026-05-22,N/A,18352.93,5331.2,USD,DELAYED_WEATHER
SHP-0008380,PO-SYN-0006832,WH-46,DHL,Truck,2024-06-17,2024-07-02,N/A,,2532.07,USD,PORT_CUSTOMS_HOLD
SHP-0008381,PO-SYN-0001862,WH-33,Fed-Ex,Air Freight,2026-06-19,2026-07-04,N/A,19642.3,3611.2,USD,SCHEDULED
SHP-0008382,PO-SYN-0006379,WH-25,MSC Logistics,AIR,2024-05-10,2024-05-25,N/A,1077.46,189.99,USD,DELAYED_WEATHER
SHP-0008383,PO-SYN-0009966,WH-27,MSC Logistics,Ocean,2024-12-20,2025-01-04,N/A,21915.36,3221.86,USD,SCHEDULED
SHP-0008384,PO-SYN-0002416,WH-34,DHL,Ocean,2026-06-04,2026-06-19,N/A,$5627.56,1370.96,USD,DELAYED_WEATHER
SHP-0008385,PO-SYN-0002402,WH-20,DHL Express,Ocean,2025-03-17,2025-04-01,N/A,8561.9,1771.04,USD,IN_TRANSIT
SHP-0008386,PO-SYN-0011137,WH-30,Fed-Ex,Truck,2024-04-23,2024-05-08,2024-05-22,FREE,342.61,USD,DELIVERED
SHP-0008387,PO-SYN-0013471,WH-33,FEDEX EXPRESS,Ocean Freight,2024-04-25,2024-05-10,2024-05-22,5008.59,1563.56,USD,DELIVERED
SHP-0008388,PO-SYN-0012381,WH-31,DB Schenker,Ocean,2025-01-03,2025-01-18,2025-02-11,21956.82,5209.33,USD,Delivered
SHP-0008389,PO-SYN-0004645,WH-05,DB Schenker,AIR,2025-05-02,2025-05-17,2025-05-29,2219.62,486.78,USD,DELIVERED
SHP-0008390,PO-SYN-0012810,WH-23,Fed-Ex,AIR,2026-06-05,2026-06-20,2026-06-08,1410.69,417.91,USD,Delivered
SHP-0008391,PO-SYN-0013753,WH-49,Maersk Line,Road Transport,2026-04-12,2026-04-27,2026-05-06,7601.74,2385.71,USD,Delivered
SHP-0008392,PO-SYN-0003980,WH-20,Maersk Line,Truck,2024-10-31,2024-11-15,N/A,$9081.22,2786.16,USD,PORT_CUSTOMS_HOLD
SHP-0008393,PO-SYN-0017694,WH-11,MAERSK,Ocean,2025-05-09,2025-05-24,N/A,11716.8,1667.89,USD,IN_TRANSIT
SHP-0008394,PO-SYN-0008552,WH-24,DB Schenker,AIR,2026-05-25,2026-06-09,N/A,5781.04,873.39,USD,PORT_CUSTOMS_HOLD
SHP-0008395,PO-SYN-0001653,WH-40,FedEx,AIR,2024-09-03,2024-09-18,N/A,13461.08,3579.49,USD,PORT_CUSTOMS_HOLD
SHP-0008396,PO-SYN-0016566,WH-06,MSC Logistics,Ocean Freight,2025-09-06,2025-09-21,N/A,15869.77,2975.23,USD,PORT_CUSTOMS_HOLD
SHP-0008397,PO-SYN-0001368,WH-38,DB Schenker,AIR,2026-03-14,2026-03-29,N/A,10054.96,1236.05,USD,IN_TRANSIT
SHP-0008398,PO-SYN-0010505,WH-37,MAERSK,Ocean,2025-07-13,2025-07-28,2025-07-26,24303.23,7511.26,USD,Delivered
SHP-0008399,PO-SYN-0001511,WH-46,DHL Express,Air Freight,2025-03-16,2025-03-31,2025-04-09,2468.18,661.06,USD,DELIVERED
SHP-0008400,PO-SYN-0011027,WH-11,DHL,Air Freight,2025-12-23,2026-01-07,N/A,$14986.81,2565.22,USD,SCHEDULED
SHP-0008401,PO-SYN-0014673,WH-35,Fed-Ex,Road Transport,2026-05-20,2026-06-04,N/A,14528.32,4537.34,USD,DELAYED_WEATHER
SHP-0008402,PO-SYN-0013667,WH-10,MAERSK,Ocean Freight,2024-06-01,2024-06-16,N/A,23903.26,7276.05,USD,SCHEDULED
SHP-0008403,PO-SYN-0005137,WH-30,DB Schenker,AIR,2026-02-12,2026-02-27,N/A,14740.04,1964.58,USD,DELAYED_WEATHER
SHP-0008404,PO-SYN-0013355,WH-14,DB Schenker,AIR,2025-06-24,2025-07-09,2025-07-28,9690.67,1505.16,USD,DELIVERED
SHP-0008405,PO-SYN-0011837,WH-28,Maersk Line,Air Freight,2024-03-16,2024-03-31,N/A,12630.47,3604.74,USD,PORT_CUSTOMS_HOLD
SHP-0008406,PO-SYN-0001875,WH-44,MSC Logistics,Ocean Freight,2024-11-24,2024-12-09,2024-12-13,9353.68,1445.71,USD,Delivered
SHP-0008407,PO-SYN-0010004,WH-24,DHL,Road Transport,2025-12-27,2026-01-11,N/A,21391.48,3598.64,USD,DELAYED_WEATHER
SHP-0008408,PO-SYN-0003219,WH-44,MAERSK,Truck,2026-01-12,2026-01-27,N/A,$13303.36,2147.73,USD,IN_TRANSIT
SHP-0008409,PO-SYN-0011613,WH-25,FedEx,Air Freight,2026-04-30,2026-05-15,N/A,20529.94,2682.24,USD,PORT_CUSTOMS_HOLD
SHP-0008410,PO-SYN-0009248,WH-42,Fed-Ex,Ocean Freight,2024-06-21,2024-07-06,2024-07-16,2191.11,332.73,USD,DELIVERED
SHP-0008411,PO-SYN-0019631,WH-36,Maersk Line,AIR,2025-11-09,2025-11-24,2025-12-09,6519.33,821.73,USD,DELIVERED
SHP-0008412,PO-SYN-0000542,WH-47,MSC Logistics,Ocean,2024-03-14,2024-03-29,N/A,21638.63,2657.01,USD,DELAYED_WEATHER
SHP-0008413,PO-SYN-0006012,WH-08,DHL Express,Truck,2024-03-19,2024-04-03,2024-04-03,5463.91,1781.59,USD,DELIVERED
SHP-0008414,PO-SYN-0019528,WH-10,MSC Logistics,Ocean Freight,2024-10-15,2024-10-30,N/A,FREE,5840.89,USD,SCHEDULED
SHP-0008415,PO-SYN-0006509,WH-43,Fed-Ex,Air Freight,2025-11-20,2025-12-05,N/A,4756.02,1285.12,USD,IN_TRANSIT
SHP-0008416,PO-SYN-0012816,WH-03,MSC Logistics,AIR,2025-09-18,2025-10-03,2025-10-01,$16156.2,3224.21,USD,Delivered
SHP-0008417,PO-SYN-0000917,WH-33,MSC Logistics,Ocean Freight,2026-02-12,2026-02-27,N/A,5972.28,2065.77,USD,IN_TRANSIT
SHP-0008418,PO-SYN-0013412,WH-07,FEDEX EXPRESS,Ocean,2024-04-09,2024-04-24,N/A,23687.68,5646.01,USD,IN_TRANSIT
SHP-0008419,PO-SYN-0015493,WH-21,FedEx,Ocean Freight,2025-11-23,2025-12-08,N/A,10487.64,1259.71,USD,IN_TRANSIT
SHP-0008420,PO-SYN-0010907,WH-32,Fed-Ex,AIR,2026-02-28,2026-03-15,N/A,,3381.36,USD,SCHEDULED
SHP-0008421,PO-SYN-0006360,WH-18,FEDEX EXPRESS,Road Transport,2026-01-28,2026-02-12,N/A,12597.67,1859.62,USD,IN_TRANSIT
SHP-0008422,PO-SYN-0014403,WH-30,MAERSK,Truck,2025-10-10,2025-10-25,N/A,14599.6,4546.08,USD,DELAYED_WEATHER
SHP-0008423,PO-SYN-0016270,WH-38,DB Schenker,Ocean,2026-02-21,2026-03-08,N/A,2910.16,802.77,USD,SCHEDULED
SHP-0008424,PO-SYN-0010949,WH-32,DHL Express,Ocean,2025-08-16,2025-08-31,N/A,$9383.15,1706.05,USD,SCHEDULED
SHP-0008425,PO-SYN-0015987,WH-17,Maersk Line,Air Freight,2024-10-07,2024-10-22,N/A,6623.48,826.38,USD,PORT_CUSTOMS_HOLD
SHP-0008426,PO-SYN-0013971,WH-33,Maersk Line,Ocean Freight,2024-07-04,2024-07-19,N/A,12065.49,2258.56,USD,SCHEDULED
SHP-0008427,PO-SYN-0016459,WH-03,MAERSK,Truck,2026-05-06,2026-05-21,N/A,17441.57,5695.01,USD,DELAYED_WEATHER
SHP-0008428,PO-SYN-0000054,WH-02,DB Schenker,Ocean,2025-01-12,2025-01-27,N/A,FREE,2328.88,USD,PORT_CUSTOMS_HOLD
SHP-0008429,PO-SYN-0013313,WH-02,MAERSK,Air Freight,2026-03-17,2026-04-01,N/A,8702.17,1789.24,USD,IN_TRANSIT
SHP-0008430,PO-SYN-0016884,WH-15,DB Schenker,Road Transport,2024-09-11,2024-09-26,N/A,9227.12,1559.97,USD,PORT_CUSTOMS_HOLD
SHP-0008431,PO-SYN-0019525,WH-13,Maersk Line,Road Transport,2024-06-15,2024-06-30,N/A,6912.23,2007.63,USD,SCHEDULED
SHP-0008432,PO-SYN-0008170,WH-09,MSC Logistics,Ocean Freight,2026-05-11,2026-05-26,2026-05-29,$1860.92,565.79,USD,Delivered
SHP-0008433,PO-SYN-0004532,WH-03,Maersk Line,Ocean Freight,2025-08-11,2025-08-26,N/A,15600.42,2223.23,USD,IN_TRANSIT
SHP-0008434,PO-SYN-0001458,WH-27,MSC Logistics,Air Freight,2024-04-11,2024-04-26,N/A,2793.39,665.74,USD,PORT_CUSTOMS_HOLD
SHP-0008435,PO-SYN-0001977,WH-28,Fed-Ex,Ocean,2024-11-13,2024-11-28,2024-11-27,1165.84,219.83,USD,DELIVERED
SHP-0008436,PO-SYN-0006851,WH-36,Fed-Ex,AIR,2025-01-22,2025-02-06,2025-02-12,5400.43,1724.01,USD,DELIVERED
SHP-0008437,PO-SYN-0013551,WH-03,Maersk Line,Road Transport,2024-09-11,2024-09-26,N/A,4328.72,979.66,USD,DELAYED_WEATHER
SHP-0008438,PO-SYN-0001365,WH-21,FEDEX EXPRESS,Truck,2024-12-07,2024-12-22,2024-12-20,18850.17,5759.18,USD,DELIVERED
SHP-0008439,PO-SYN-0000843,WH-13,Fed-Ex,Air Freight,2025-10-01,2025-10-16,N/A,20240.7,3495.7,USD,DELAYED_WEATHER
SHP-0008440,PO-SYN-0001593,WH-10,DHL,Truck,2024-09-24,2024-10-09,N/A,$7073.14,2034.29,USD,SCHEDULED
SHP-0008441,PO-SYN-0012624,WH-42,DB Schenker,Air Freight,2024-12-20,2025-01-04,N/A,8410.54,2011.9,USD,SCHEDULED
SHP-0008442,PO-SYN-0003603,WH-06,Fed-Ex,Road Transport,2025-08-26,2025-09-10,N/A,FREE,269.48,USD,SCHEDULED
SHP-0008443,PO-SYN-0009668,WH-18,Fed-Ex,AIR,2024-11-08,2024-11-23,N/A,7550.9,909.78,USD,PORT_CUSTOMS_HOLD
SHP-0008444,PO-SYN-0007786,WH-14,MSC Logistics,AIR,2024-08-14,2024-08-29,N/A,23101.18,7235.91,USD,DELAYED_WEATHER
SHP-0008445,PO-SYN-0019893,WH-48,FedEx,Truck,2026-03-08,2026-03-23,N/A,19404.36,5473.15,USD,DELAYED_WEATHER
SHP-0008446,PO-SYN-0006522,WH-01,FEDEX EXPRESS,Ocean Freight,2024-10-07,2024-10-22,2024-10-20,5272.61,877.67,USD,Delivered
SHP-0008447,PO-SYN-0011192,WH-44,MAERSK,AIR,2026-04-10,2026-04-25,2026-05-04,1089.21,202.55,USD,DELIVERED
SHP-0008448,PO-SYN-0008309,WH-40,DHL Express,Truck,2024-02-03,2024-02-18,2024-02-17,$18126.88,2412.12,USD,Delivered
SHP-0008449,PO-SYN-0011222,WH-23,DHL,Air Freight,2026-02-25,2026-03-12,N/A,7393.94,2312.04,USD,IN_TRANSIT
SHP-0008450,PO-SYN-0017512,WH-26,MAERSK,Road Transport,2024-03-27,2024-04-11,2024-03-22,10382.21,1510.01,USD,Delivered
SHP-0008451,PO-SYN-0019451,WH-34,DB Schenker,Ocean Freight,2025-11-25,2025-12-10,N/A,16904.68,2827.75,USD,SCHEDULED
SHP-0008452,PO-SYN-0004541,WH-35,FedEx,Road Transport,2024-07-29,2024-08-13,N/A,13656.19,2001.76,USD,SCHEDULED
SHP-0008453,PO-SYN-0017367,WH-29,DHL Express,AIR,2025-08-14,2025-08-29,N/A,23839.92,7759.7,USD,IN_TRANSIT
SHP-0008454,PO-SYN-0004492,WH-36,Maersk Line,Air Freight,2026-03-04,2026-03-19,N/A,18150.67,3033.58,USD,IN_TRANSIT
SHP-0008455,PO-SYN-0006421,WH-31,DHL Express,AIR,2025-03-06,2025-03-21,N/A,16868.69,2914.93,USD,DELAYED_WEATHER
SHP-0008456,PO-SYN-0013933,WH-37,MSC Logistics,Ocean,2025-05-16,2025-05-31,N/A,$4347.87,1290.98,USD,PORT_CUSTOMS_HOLD
SHP-0008457,PO-SYN-0003889,WH-03,DHL,Ocean Freight,2026-03-11,2026-03-26,N/A,8270.47,2815.03,USD,DELAYED_WEATHER
SHP-0008458,PO-SYN-0009800,WH-21,Fed-Ex,AIR,2024-04-05,2024-04-20,N/A,5010.68,1098.3,USD,PORT_CUSTOMS_HOLD
SHP-0008459,PO-SYN-0011049,WH-08,FedEx,Road Transport,2024-10-18,2024-11-02,N/A,23628.88,4915.49,USD,DELAYED_WEATHER
SHP-0008460,PO-SYN-0007376,WH-20,MAERSK,Road Transport,2024-08-31,2024-09-15,2024-10-06,,3991.75,USD,DELIVERED
SHP-0008461,PO-SYN-0018051,WH-19,Maersk Line,AIR,2024-12-14,2024-12-29,N/A,12314.03,2952.02,USD,SCHEDULED
SHP-0008462,PO-SYN-0015565,WH-37,DB Schenker,Truck,2025-01-02,2025-01-17,N/A,3457.95,1187.04,USD,SCHEDULED
SHP-0008463,PO-SYN-0004848,WH-35,FedEx,Air Freight,2024-06-21,2024-07-06,N/A,18599.61,2383.39,USD,IN_TRANSIT
SHP-0008464,PO-SYN-0019187,WH-26,MAERSK,Ocean,2024-12-19,2025-01-03,N/A,$9398.63,2059.12,USD,SCHEDULED
SHP-0008465,PO-SYN-0007520,WH-40,DHL,Truck,2026-01-04,2026-01-19,N/A,15271.2,1954.61,USD,PORT_CUSTOMS_HOLD
SHP-0008466,PO-SYN-0012806,WH-43,MAERSK,Ocean Freight,2025-10-13,2025-10-28,N/A,6622.51,1671.31,USD,DELAYED_WEATHER
SHP-0008467,PO-SYN-0015221,WH-22,MSC Logistics,Truck,2025-10-10,2025-10-25,N/A,3520.7,628.03,USD,DELAYED_WEATHER
SHP-0008468,PO-SYN-0007404,WH-20,DHL,Air Freight,2024-10-23,2024-11-07,N/A,2478.18,395.54,USD,SCHEDULED
SHP-0008469,PO-SYN-0016329,WH-16,FEDEX EXPRESS,Air Freight,2025-07-02,2025-07-17,N/A,1148.83,304.14,USD,DELAYED_WEATHER
SHP-0008470,PO-SYN-0007894,WH-15,Fed-Ex,Air Freight,2025-04-07,2025-04-22,N/A,FREE,2129.24,USD,SCHEDULED
SHP-0008471,PO-SYN-0005618,WH-42,DHL,Road Transport,2025-07-16,2025-07-31,N/A,21941.88,3459.97,USD,IN_TRANSIT
SHP-0008472,PO-SYN-0007402,WH-08,DHL Express,Road Transport,2024-04-27,2024-05-12,N/A,$20702.82,2875.84,USD,SCHEDULED
SHP-0008473,PO-SYN-0006285,WH-48,DB Schenker,Ocean,2026-02-18,2026-03-05,N/A,23563.48,6870.69,USD,DELAYED_WEATHER
SHP-0008474,PO-SYN-0007745,WH-03,MSC Logistics,Ocean,2025-06-09,2025-06-24,2025-06-25,21945.6,5886.43,USD,Delivered
SHP-0008475,PO-SYN-0009173,WH-30,DHL,Road Transport,2025-08-14,2025-08-29,2025-08-09,24454.56,7187.96,USD,Delivered
SHP-0008476,PO-SYN-0005867,WH-43,FEDEX EXPRESS,Road Transport,2025-01-26,2025-02-10,N/A,15874.9,3672.24,USD,SCHEDULED
SHP-0008477,PO-SYN-0016221,WH-46,FedEx,Air Freight,2024-04-28,2024-05-13,2024-05-18,1159.93,376.34,USD,DELIVERED
SHP-0008478,PO-SYN-0006402,WH-38,MAERSK,Road Transport,2024-10-12,2024-10-27,N/A,12931.12,2447.35,USD,DELAYED_WEATHER
SHP-0008479,PO-SYN-0002581,WH-10,MAERSK,Ocean,2025-06-13,2025-06-28,N/A,10297.53,3448.2,USD,SCHEDULED
SHP-0008480,PO-SYN-0006282,WH-04,MAERSK,Air Freight,2026-01-23,2026-02-07,N/A,$1999.37,325.06,USD,SCHEDULED
SHP-0008481,PO-SYN-0008938,WH-26,FEDEX EXPRESS,Truck,2025-06-27,2025-07-12,N/A,7114.62,1006.88,USD,IN_TRANSIT
SHP-0008482,PO-SYN-0017513,WH-06,DHL,Road Transport,2025-06-23,2025-07-08,N/A,6643.87,2227.09,USD,IN_TRANSIT
SHP-0008483,PO-SYN-0009617,WH-44,FEDEX EXPRESS,Ocean,2024-06-12,2024-06-27,2024-06-16,6403.34,792.91,USD,Delivered
SHP-0008484,PO-SYN-0002992,WH-34,MSC Logistics,Road Transport,2024-10-18,2024-11-02,N/A,FREE,3073.22,USD,PORT_CUSTOMS_HOLD
SHP-0008485,PO-SYN-0007258,WH-12,MSC Logistics,Truck,2025-01-09,2025-01-24,2025-01-16,4494.92,1313.94,USD,DELIVERED
SHP-0008486,PO-SYN-0016563,WH-28,DB Schenker,Air Freight,2025-04-17,2025-05-02,N/A,14078.46,2918.1,USD,PORT_CUSTOMS_HOLD
SHP-0008487,PO-SYN-0014251,WH-05,FedEx,Ocean,2024-03-10,2024-03-25,N/A,2525.93,382.56,USD,SCHEDULED
SHP-0008488,PO-SYN-0011138,WH-43,FedEx,Ocean,2025-06-20,2025-07-05,2025-07-02,$19530.53,6355.72,USD,DELIVERED
SHP-0008489,PO-SYN-0002016,WH-21,FedEx,Road Transport,2025-04-08,2025-04-23,N/A,3041.37,432.97,USD,DELAYED_WEATHER
SHP-0008490,PO-SYN-0016413,WH-20,Fed-Ex,Truck,2026-03-24,2026-04-08,N/A,9266.98,1797.53,USD,SCHEDULED
SHP-0008491,PO-SYN-0001392,WH-11,MAERSK,Truck,2024-08-29,2024-09-13,2024-09-05,20543.89,5145.49,USD,Delivered
SHP-0008492,PO-SYN-0007339,WH-48,FedEx,Ocean,2025-08-01,2025-08-16,N/A,3631.77,662.03,USD,DELAYED_WEATHER
SHP-0008493,PO-SYN-0017957,WH-04,Fed-Ex,Ocean Freight,2025-10-29,2025-11-13,2025-11-29,23928.13,3110.86,USD,DELIVERED
SHP-0008494,PO-SYN-0007498,WH-43,DB Schenker,Truck,2025-03-04,2025-03-19,N/A,11171.8,1901.22,USD,SCHEDULED
SHP-0008495,PO-SYN-0000078,WH-05,MAERSK,Ocean,2026-04-22,2026-05-07,N/A,10311.52,1891.74,USD,PORT_CUSTOMS_HOLD
