InventoryID,WarehouseID,ProductID,QuantityOnHand,QuantityAllocated,QuantityAvailable,SafetyStock,LastRestockDate,StorageBin
INV-0022190,WH-38,PRD-04688,16731,2887,13844,1000,,bin_190
INV-0022191,WH-17,PRD-03086,7315,6370,945,250,14-05-2026,ZONE-D-29
INV-0022192,WH-49,PRD-02400,16112,840,15272,1000,28-10-2024,ZONE-E-Aisle39
INV-0022193,WH-36,PRD-00693,7450,192,7258,250 units,26-03-2024,ZONE-F-31
INV-0022194,WH-16,PRD-02552,5781,6847,-1066,1000,22-12-2024,ZONE-G-9
INV-0022195,WH-47,PRD-04173,20027,4253,15774,250,26-03-2026,ZONE-H-19
INV-0022196,WH-06,PRD-02271,3629,4866,-1237,1000,27-04-2025,ZONE-I-Aisle17
INV-0022197,WH-46,PRD-01040,4696,6354,-1658,1000,11-05-2024,bin_197
INV-0022198,WH-43,PRD-03725,8700,3682,5018,250 units,19-03-2024,ZONE-K-7
INV-0022199,WH-10,PRD-03334,22793,293,22500,,08-11-2025,ZONE-L-2
INV-0022200,WH-27,PRD-02226,30077,1572,28505,500,,ZONE-A-Aisle10
INV-0022201,WH-38,PRD-03570,1260,976,284,500,28-11-2024,ZONE-B-34
INV-0022202,WH-03,PRD-01202,11830,2123,9707,500,13-11-2024,ZONE-C-18
INV-0022203,WH-30,PRD-04015,34198,1564,32634,250 units,28-06-2025,ZONE-D-15
INV-0022204,WH-50,PRD-01057,29083,3291,25792,,03-04-2026,ZONE-E-Aisle07
INV-0022205,WH-27,PRD-02232,18624,2234,16390,500,12-06-2026,ZONE-F-16
INV-0022206,WH-38,PRD-03845,15750,3398,12352,250,07-05-2025,ZONE-G-15
INV-0022207,WH-14,PRD-04370,8254,5868,2386,,12-07-2025,ZONE-H-27
INV-0022208,WH-08,PRD-00329,24025,3213,20812,250,21-08-2025,ZONE-I-Aisle24
INV-0022209,WH-02,PRD-01480,7488,541,6947,250 units,23-10-2024,ZONE-J-31
INV-0022210,WH-27,PRD-04683,7525,6917,608,,,ZONE-K-18
INV-0022211,WH-50,PRD-01942,2945,3522,-577,,07-08-2024,bin_211
INV-0022212,WH-46,PRD-01442,28633,7130,21503,500,05-04-2026,ZONE-A-Aisle26
INV-0022213,WH-36,PRD-00336,9363,1328,8035,250,07-12-2025,ZONE-B-39
INV-0022214,WH-29,PRD-00860,26500,3081,23419,500,05-05-2024,ZONE-C-33
INV-0022215,WH-03,PRD-04911,2179,529,1650,500,29-10-2024,ZONE-D-22
INV-0022216,WH-32,PRD-00219,27083,3117,23966,500,29-04-2026,ZONE-E-Aisle06
INV-0022217,WH-11,PRD-04162,8200,7495,705,500,31-08-2024,ZONE-F-16
INV-0022218,WH-46,PRD-01820,30204,6800,23404,,21-06-2024,bin_218
INV-0022219,WH-37,PRD-04985,9861,3723,6138,,04-07-2024,ZONE-H-13
INV-0022220,WH-19,PRD-01986,25341,4286,21055,1000,,ZONE-I-Aisle27
INV-0022221,WH-17,PRD-02927,18328,239,18089,500,28-05-2024,ZONE-J-40
INV-0022222,WH-34,PRD-03062,33862,4242,29620,500,17-01-2026,ZONE-K-33
INV-0022223,WH-36,PRD-01751,12010,2497,9513,250 units,02-09-2025,ZONE-L-1
INV-0022224,WH-05,PRD-02743,286,4181,-3895,250,30-04-2025,ZONE-A-Aisle01
INV-0022225,WH-04,PRD-03041,8234,6509,1725,500,26-09-2024,bin_225
INV-0022226,WH-50,PRD-03392,13643,1741,11902,,11-01-2024,ZONE-C-30
INV-0022227,WH-50,PRD-04062,30081,4549,25532,,10-05-2024,ZONE-D-30
INV-0022228,WH-31,PRD-00211,31673,5342,26331,,29-06-2025,ZONE-E-Aisle24
INV-0022229,WH-33,PRD-03086,30409,1670,28739,,19-11-2025,ZONE-F-27
INV-0022230,WH-34,PRD-01371,-100,6415,-6515,250,,ZONE-G-10
INV-0022231,WH-22,PRD-02897,27358,2156,25202,1000,01-10-2025,ZONE-H-7
INV-0022232,WH-41,PRD-04755,10165,5211,4954,250,30-07-2025,ZONE-I-Aisle01
INV-0022233,WH-18,PRD-04623,8867,5711,3156,500,09-08-2024,ZONE-J-7
INV-0022234,WH-30,PRD-04739,7720,1111,6609,250,26-03-2024,ZONE-K-4
INV-0022235,WH-24,PRD-04562,16858,1770,15088,250 units,17-02-2026,ZONE-L-37
INV-0022236,WH-44,PRD-04952,14088,434,13654,1000,11-01-2026,ZONE-A-Aisle26
INV-0022237,WH-25,PRD-00371,23094,4960,18134,1000,08-03-2024,ZONE-B-21
INV-0022238,WH-15,PRD-02685,16433,860,15573,250 units,15-01-2025,ZONE-C-16
INV-0022239,WH-39,PRD-01988,5757,1795,3962,250 units,17-07-2025,bin_239
INV-0022240,WH-15,PRD-04236,22876,4059,18817,1000,,ZONE-E-Aisle10
INV-0022241,WH-33,PRD-00499,840,3337,-2497,1000,03-12-2024,ZONE-F-4
INV-0022242,WH-13,PRD-04540,9412,6588,2824,1000,14-04-2025,ZONE-G-39
INV-0022243,WH-11,PRD-02088,7085,168,6917,250 units,13-09-2024,ZONE-H-3
INV-0022244,WH-37,PRD-04222,8303,1037,7266,250,04-08-2024,ZONE-I-Aisle01
INV-0022245,WH-31,PRD-03513,2463,627,1836,500,11-05-2026,ZONE-J-9
INV-0022246,WH-15,PRD-04070,32942,336,32606,,22-07-2025,bin_246
INV-0022247,WH-43,PRD-04663,29863,4957,24906,250 units,05-12-2024,ZONE-L-38
INV-0022248,WH-13,PRD-04144,4653,2283,2370,1000,16-06-2025,ZONE-A-Aisle20
INV-0022249,WH-15,PRD-00587,5308,285,5023,1000,05-02-2024,ZONE-B-34
INV-0022250,WH-08,PRD-00808,2187,5982,-3795,250,,ZONE-C-3
INV-0022251,WH-19,PRD-00721,28310,2110,26200,1000,14-07-2024,ZONE-D-14
INV-0022252,WH-37,PRD-01728,6306,4595,1711,250,08-10-2025,ZONE-E-Aisle04
INV-0022253,WH-08,PRD-00312,5256,1794,3462,250 units,26-11-2024,bin_253
INV-0022254,WH-13,PRD-03059,3953,6925,-2972,250,21-04-2024,ZONE-G-1
INV-0022255,WH-19,PRD-04044,7465,1697,5768,1000,28-03-2025,ZONE-H-15
INV-0022256,WH-01,PRD-00742,567,342,225,500,01-04-2024,ZONE-I-Aisle09
INV-0022257,WH-42,PRD-01296,5875,6248,-373,500,26-06-2025,ZONE-J-22
INV-0022258,WH-45,PRD-03990,26380,905,25475,,05-12-2025,ZONE-K-23
INV-0022259,WH-22,PRD-02455,9533,2596,6937,500,12-11-2024,ZONE-L-19
INV-0022260,WH-21,PRD-01471,22860,6836,16024,500,,ZONE-A-Aisle02
INV-0022261,WH-26,PRD-03421,25260,885,24375,1000,23-04-2025,ZONE-B-24
INV-0022262,WH-20,PRD-02280,16120,5489,10631,1000,17-03-2026,ZONE-C-18
INV-0022263,WH-31,PRD-02451,7645,1105,6540,250,25-06-2024,ZONE-D-35
INV-0022264,WH-28,PRD-02521,25355,6466,18889,500,25-10-2024,ZONE-E-Aisle15
INV-0022265,WH-32,PRD-01892,23784,3653,20131,500,25-03-2024,ZONE-F-6
INV-0022266,WH-36,PRD-04512,12910,5550,7360,250 units,18-05-2024,ZONE-G-34
INV-0022267,WH-42,PRD-02627,27598,4030,23568,250,14-01-2026,bin_267
INV-0022268,WH-23,PRD-04402,29463,458,29005,250 units,26-04-2024,ZONE-I-Aisle16
INV-0022269,WH-19,PRD-00707,27149,7126,20023,500,24-05-2026,ZONE-J-14
INV-0022270,WH-26,PRD-04361,26228,358,25870,250,,ZONE-K-7
INV-0022271,WH-24,PRD-03256,2496,6296,-3800,500,10-05-2026,ZONE-L-10
INV-0022272,WH-04,PRD-04107,23343,4756,18587,250 units,12-04-2026,ZONE-A-Aisle19
INV-0022273,WH-10,PRD-01586,25477,1709,23768,,27-07-2025,ZONE-B-36
INV-0022274,WH-20,PRD-01846,24783,815,23968,,05-07-2025,bin_274
INV-0022275,WH-34,PRD-04428,-100,4980,-5080,,25-03-2025,ZONE-D-16
INV-0022276,WH-29,PRD-02149,24893,7151,17742,250,01-05-2024,ZONE-E-Aisle30
INV-0022277,WH-42,PRD-00523,15054,2443,12611,250,01-01-2025,ZONE-F-9
INV-0022278,WH-34,PRD-01794,27340,7422,19918,250,12-03-2024,ZONE-G-26
INV-0022279,WH-31,PRD-04039,12863,1432,11431,500,06-05-2025,ZONE-H-12
INV-0022280,WH-26,PRD-04573,26672,3869,22803,500,,ZONE-I-Aisle39
INV-0022281,WH-27,PRD-03254,5552,6331,-779,250 units,01-12-2025,bin_281
INV-0022282,WH-41,PRD-03688,21191,2257,18934,,31-12-2024,ZONE-K-10
INV-0022283,WH-32,PRD-04173,4983,6233,-1250,,01-03-2024,ZONE-L-40
INV-0022284,WH-33,PRD-03772,29778,7461,22317,250 units,03-05-2024,ZONE-A-Aisle11
INV-0022285,WH-42,PRD-01882,30143,2489,27654,500,25-02-2026,ZONE-B-20
INV-0022286,WH-46,PRD-00818,32269,1979,30290,500,02-04-2024,ZONE-C-14
INV-0022287,WH-12,PRD-01086,11582,5737,5845,250 units,29-04-2024,ZONE-D-32
INV-0022288,WH-21,PRD-03908,28974,7475,21499,250,01-03-2026,ZONE-E-Aisle28
INV-0022289,WH-31,PRD-01243,17660,4410,13250,,07-08-2024,ZONE-F-36
INV-0022290,WH-45,PRD-02118,11893,1329,10564,1000,,ZONE-G-37
INV-0022291,WH-22,PRD-02652,30995,6420,24575,250,27-06-2025,ZONE-H-30
INV-0022292,WH-35,PRD-03320,16435,5207,11228,500,11-09-2025,ZONE-I-Aisle23
INV-0022293,WH-04,PRD-01131,19114,7351,11763,,23-01-2024,ZONE-J-33
INV-0022294,WH-21,PRD-01626,15481,5625,9856,1000,13-01-2025,ZONE-K-11
INV-0022295,WH-01,PRD-03996,6581,5869,712,1000,05-02-2026,bin_295
INV-0022296,WH-04,PRD-04418,5661,2208,3453,250,28-01-2026,ZONE-A-Aisle09
INV-0022297,WH-31,PRD-02841,18331,1927,16404,500,03-03-2025,ZONE-B-7
INV-0022298,WH-22,PRD-01533,32138,1602,30536,250,28-09-2024,ZONE-C-14
INV-0022299,WH-12,PRD-01245,143,5386,-5243,500,10-07-2024,ZONE-D-18
INV-0022300,WH-02,PRD-01981,19865,5793,14072,1000,,ZONE-E-Aisle26
INV-0022301,WH-12,PRD-00326,34679,5551,29128,,25-08-2025,ZONE-F-36
INV-0022302,WH-46,PRD-00373,33235,2537,30698,250,14-08-2024,bin_302
INV-0022303,WH-35,PRD-02832,11194,3145,8049,,10-06-2026,ZONE-H-15
INV-0022304,WH-32,PRD-03058,29493,6524,22969,,26-12-2024,ZONE-I-Aisle34
INV-0022305,WH-05,PRD-00951,22465,6878,15587,500,13-10-2024,ZONE-J-18
INV-0022306,WH-11,PRD-00622,34642,5362,29280,1000,24-04-2025,ZONE-K-19
INV-0022307,WH-34,PRD-00081,14270,2714,11556,500,13-10-2025,ZONE-L-25
INV-0022308,WH-02,PRD-04504,3123,1693,1430,250,12-05-2026,ZONE-A-Aisle24
INV-0022309,WH-15,PRD-01769,32806,5682,27124,250,24-07-2024,bin_309
INV-0022310,WH-26,PRD-00669,10165,3969,6196,1000,,ZONE-C-26
INV-0022311,WH-06,PRD-04537,33532,2226,31306,500,28-02-2026,ZONE-D-22
INV-0022312,WH-49,PRD-04333,14449,4198,10251,1000,16-04-2024,ZONE-E-Aisle01
INV-0022313,WH-15,PRD-00314,19775,2152,17623,1000,09-05-2025,ZONE-F-40
INV-0022314,WH-07,PRD-03943,10697,5006,5691,250 units,25-02-2026,ZONE-G-13
INV-0022315,WH-16,PRD-02304,6516,151,6365,500,03-06-2025,ZONE-H-36
INV-0022316,WH-47,PRD-03535,29363,3219,26144,1000,01-07-2025,ZONE-I-Aisle08
INV-0022317,WH-01,PRD-01181,19851,5735,14116,,19-04-2026,ZONE-J-25
INV-0022318,WH-08,PRD-01180,24250,871,23379,,02-05-2024,ZONE-K-28
INV-0022319,WH-15,PRD-00567,17965,2109,15856,500,23-01-2024,ZONE-L-2
INV-0022320,WH-04,PRD-02255,-100,2017,-2117,,,ZONE-A-Aisle14
INV-0022321,WH-11,PRD-01381,34338,4981,29357,250 units,07-02-2025,ZONE-B-19
INV-0022322,WH-36,PRD-02169,25364,4381,20983,250,06-07-2025,ZONE-C-24
INV-0022323,WH-39,PRD-02401,21523,4584,16939,250 units,13-10-2025,bin_323
INV-0022324,WH-18,PRD-00487,11981,3429,8552,1000,23-01-2025,ZONE-E-Aisle21
INV-0022325,WH-12,PRD-02261,8445,2873,5572,,26-07-2025,ZONE-F-14
INV-0022326,WH-44,PRD-02769,2505,5236,-2731,500,16-10-2025,ZONE-G-30
INV-0022327,WH-31,PRD-03831,11916,3029,8887,250 units,15-05-2025,ZONE-H-25
INV-0022328,WH-31,PRD-04857,17831,1484,16347,500,01-05-2024,ZONE-I-Aisle23
INV-0022329,WH-43,PRD-04876,3598,7345,-3747,250,23-07-2024,ZONE-J-26
INV-0022330,WH-01,PRD-00725,6475,4675,1800,250 units,,bin_330
INV-0022331,WH-31,PRD-03544,33837,5074,28763,250,29-06-2025,ZONE-L-25
INV-0022332,WH-14,PRD-04119,10836,4346,6490,250,10-06-2025,ZONE-A-Aisle17
INV-0022333,WH-36,PRD-00310,27835,1328,26507,500,16-02-2026,ZONE-B-19
INV-0022334,WH-07,PRD-04700,23775,7024,16751,250 units,11-06-2024,ZONE-C-23
INV-0022335,WH-27,PRD-03015,3225,925,2300,250,01-10-2025,ZONE-D-24
INV-0022336,WH-04,PRD-01438,29967,5850,24117,500,25-01-2026,ZONE-E-Aisle12
INV-0022337,WH-37,PRD-00399,17485,408,17077,250 units,02-01-2024,bin_337
INV-0022338,WH-16,PRD-04173,9666,2263,7403,1000,08-10-2025,ZONE-G-24
INV-0022339,WH-37,PRD-04166,31078,2269,28809,250,18-05-2025,ZONE-H-4
INV-0022340,WH-02,PRD-02498,16990,5068,11922,,,ZONE-I-Aisle40
INV-0022341,WH-43,PRD-04202,25215,3456,21759,500,04-02-2026,ZONE-J-24
INV-0022342,WH-18,PRD-04513,34895,198,34697,250,21-05-2025,ZONE-K-17
INV-0022343,WH-18,PRD-01782,13706,4538,9168,,29-01-2024,ZONE-L-13
INV-0022344,WH-18,PRD-04751,28156,2290,25866,,27-08-2025,ZONE-A-Aisle38
INV-0022345,WH-14,PRD-01057,2488,2061,427,250 units,16-08-2025,ZONE-B-34
INV-0022346,WH-07,PRD-02617,22518,6492,16026,1000,06-11-2025,ZONE-C-27
INV-0022347,WH-48,PRD-02518,18504,1288,17216,250,26-05-2026,ZONE-D-32
INV-0022348,WH-40,PRD-01754,3311,6676,-3365,1000,19-11-2024,ZONE-E-Aisle11
INV-0022349,WH-36,PRD-04872,4949,6850,-1901,1000,08-07-2024,ZONE-F-25
INV-0022350,WH-11,PRD-03255,11977,3700,8277,1000,,ZONE-G-25
INV-0022351,WH-21,PRD-03299,5403,5652,-249,250 units,03-02-2025,bin_351
INV-0022352,WH-17,PRD-01591,35000,2034,32966,,05-02-2025,ZONE-I-Aisle12
INV-0022353,WH-29,PRD-01610,2423,6105,-3682,250,12-02-2025,ZONE-J-30
INV-0022354,WH-15,PRD-03525,10265,6230,4035,500,24-03-2026,ZONE-K-36
INV-0022355,WH-04,PRD-04773,17383,4413,12970,250,16-05-2024,ZONE-L-18
INV-0022356,WH-36,PRD-01908,18994,1617,17377,,28-12-2025,ZONE-A-Aisle33
INV-0022357,WH-31,PRD-00098,24182,5371,18811,250,19-06-2024,ZONE-B-38
INV-0022358,WH-25,PRD-00232,29288,5040,24248,250 units,21-07-2025,bin_358
INV-0022359,WH-25,PRD-00245,33164,3908,29256,1000,01-03-2024,ZONE-D-27
INV-0022360,WH-03,PRD-03939,24166,3191,20975,250 units,,ZONE-E-Aisle20
INV-0022361,WH-23,PRD-02862,4812,6680,-1868,,31-12-2025,ZONE-F-34
INV-0022362,WH-22,PRD-02924,20428,3852,16576,250 units,04-01-2024,ZONE-G-32
INV-0022363,WH-40,PRD-00919,16353,2433,13920,500,30-06-2025,ZONE-H-7
INV-0022364,WH-46,PRD-01032,1573,3680,-2107,250 units,27-09-2025,ZONE-I-Aisle20
INV-0022365,WH-24,PRD-00922,-100,945,-1045,,01-04-2025,bin_365
INV-0022366,WH-14,PRD-04628,7496,5991,1505,,09-12-2024,ZONE-K-34
INV-0022367,WH-06,PRD-04459,6684,5815,869,1000,23-02-2026,ZONE-L-24
INV-0022368,WH-36,PRD-01484,18998,3197,15801,500,21-10-2025,ZONE-A-Aisle17
INV-0022369,WH-20,PRD-02968,11330,4699,6631,250,30-01-2024,ZONE-B-24
INV-0022370,WH-01,PRD-01166,5658,117,5541,250 units,,ZONE-C-31
INV-0022371,WH-22,PRD-00910,16535,6830,9705,1000,01-06-2024,ZONE-D-40
INV-0022372,WH-46,PRD-02068,21641,2891,18750,250 units,12-11-2024,ZONE-E-Aisle26
INV-0022373,WH-47,PRD-00772,32102,391,31711,250,30-01-2026,ZONE-F-37
INV-0022374,WH-41,PRD-00018,22115,1222,20893,500,14-12-2025,ZONE-G-26
INV-0022375,WH-05,PRD-03011,16967,745,16222,,01-08-2025,ZONE-H-26
INV-0022376,WH-45,PRD-01472,17077,6034,11043,250 units,26-05-2024,ZONE-I-Aisle14
INV-0022377,WH-33,PRD-03084,14959,3825,11134,250,08-01-2026,ZONE-J-18
INV-0022378,WH-27,PRD-02811,9831,2049,7782,250,31-12-2025,ZONE-K-21
INV-0022379,WH-07,PRD-00130,16770,100,16670,250 units,01-01-2025,bin_379
INV-0022380,WH-31,PRD-01204,12068,6560,5508,,,ZONE-A-Aisle29
INV-0022381,WH-25,PRD-00306,32548,4858,27690,250,06-03-2026,ZONE-B-36
INV-0022382,WH-30,PRD-00784,16778,5282,11496,1000,08-04-2024,ZONE-C-31
INV-0022383,WH-23,PRD-01176,34861,957,33904,1000,04-11-2024,ZONE-D-20
INV-0022384,WH-38,PRD-02627,31020,4434,26586,250,17-03-2025,ZONE-E-Aisle26
INV-0022385,WH-29,PRD-04944,24391,4056,20335,250 units,21-06-2025,ZONE-F-20
INV-0022386,WH-13,PRD-01056,33083,3454,29629,,21-07-2024,bin_386
INV-0022387,WH-37,PRD-04365,28311,3237,25074,,19-10-2024,ZONE-H-6
INV-0022388,WH-16,PRD-00635,5589,2547,3042,250,08-05-2024,ZONE-I-Aisle36
INV-0022389,WH-26,PRD-02200,33668,6127,27541,,16-03-2024,ZONE-J-35
INV-0022390,WH-19,PRD-00679,15138,1153,13985,250,,ZONE-K-1
INV-0022391,WH-30,PRD-02813,33827,976,32851,500,27-06-2025,ZONE-L-28
INV-0022392,WH-25,PRD-01643,20648,1352,19296,1000,22-06-2025,ZONE-A-Aisle10
INV-0022393,WH-32,PRD-03330,32388,1589,30799,,21-12-2024,bin_393
INV-0022394,WH-26,PRD-00030,14637,1305,13332,1000,31-03-2026,ZONE-C-11
INV-0022395,WH-45,PRD-00144,30554,6462,24092,250 units,11-05-2025,ZONE-D-13
INV-0022396,WH-33,PRD-03023,553,4839,-4286,250,23-06-2025,ZONE-E-Aisle16
INV-0022397,WH-42,PRD-03935,22831,3755,19076,250 units,01-05-2024,ZONE-F-19
INV-0022398,WH-18,PRD-03758,9837,4030,5807,1000,10-02-2026,ZONE-G-12
INV-0022399,WH-09,PRD-02760,20456,4379,16077,250,07-03-2024,ZONE-H-26
INV-0022400,WH-12,PRD-00865,22038,1791,20247,1000,,ZONE-I-Aisle15
INV-0022401,WH-17,PRD-04325,30666,1096,29570,250 units,04-08-2025,ZONE-J-24
INV-0022402,WH-47,PRD-02054,29930,3472,26458,,02-12-2025,ZONE-K-11
INV-0022403,WH-19,PRD-03133,22685,3387,19298,1000,10-06-2026,ZONE-L-34
INV-0022404,WH-24,PRD-01782,20598,2167,18431,250,30-09-2024,ZONE-A-Aisle33
INV-0022405,WH-45,PRD-02680,2188,6356,-4168,500,03-02-2025,ZONE-B-12
INV-0022406,WH-09,PRD-02647,2731,4574,-1843,250,23-02-2025,ZONE-C-15
INV-0022407,WH-25,PRD-01948,30874,2471,28403,250 units,06-06-2026,bin_407
INV-0022408,WH-47,PRD-03718,26673,1849,24824,250,14-09-2024,ZONE-E-Aisle27
INV-0022409,WH-01,PRD-04172,28896,7183,21713,250 units,27-04-2025,ZONE-F-18
INV-0022410,WH-25,PRD-02738,-100,6878,-6978,,,ZONE-G-4
INV-0022411,WH-17,PRD-02324,3150,5709,-2559,,28-03-2026,ZONE-H-5
INV-0022412,WH-36,PRD-00152,11001,5202,5799,1000,05-07-2024,ZONE-I-Aisle37
INV-0022413,WH-03,PRD-03345,20213,5956,14257,1000,22-06-2024,ZONE-J-20
INV-0022414,WH-39,PRD-03333,1693,2980,-1287,,04-08-2024,bin_414
INV-0022415,WH-23,PRD-00857,31205,3990,27215,250 units,31-05-2024,ZONE-L-17
INV-0022416,WH-28,PRD-01434,15389,4899,10490,1000,02-06-2026,ZONE-A-Aisle12
INV-0022417,WH-09,PRD-01817,20112,6650,13462,500,20-09-2024,ZONE-B-30
INV-0022418,WH-25,PRD-00446,948,6740,-5792,1000,17-10-2025,ZONE-C-14
INV-0022419,WH-40,PRD-02873,25407,6470,18937,250 units,18-10-2025,ZONE-D-28
INV-0022420,WH-45,PRD-02288,16569,5823,10746,500,,ZONE-E-Aisle11
INV-0022421,WH-14,PRD-04051,9182,1104,8078,250,06-01-2026,bin_421
INV-0022422,WH-46,PRD-00891,18950,2990,15960,,24-10-2024,ZONE-G-15
INV-0022423,WH-40,PRD-04417,13819,634,13185,1000,10-01-2024,ZONE-H-20
INV-0022424,WH-18,PRD-01014,22905,5553,17352,,26-08-2024,ZONE-I-Aisle03
INV-0022425,WH-18,PRD-04975,21473,6991,14482,250,10-02-2026,ZONE-J-29
INV-0022426,WH-14,PRD-00203,253,628,-375,500,16-04-2024,ZONE-K-9
INV-0022427,WH-09,PRD-03020,5367,3695,1672,250 units,29-04-2024,ZONE-L-16
INV-0022428,WH-05,PRD-01842,13852,4232,9620,1000,14-04-2024,ZONE-A-Aisle14
INV-0022429,WH-31,PRD-04944,28722,1989,26733,1000,16-10-2025,ZONE-B-5
INV-0022430,WH-11,PRD-03251,7419,5299,2120,,,ZONE-C-12
INV-0022431,WH-28,PRD-04374,19093,4661,14432,1000,19-04-2026,ZONE-D-17
INV-0022432,WH-08,PRD-02800,546,4911,-4365,,11-08-2025,ZONE-E-Aisle17
INV-0022433,WH-42,PRD-01704,28162,1445,26717,500,28-05-2026,ZONE-F-19
INV-0022434,WH-29,PRD-01710,4158,495,3663,1000,18-04-2026,ZONE-G-6
INV-0022435,WH-19,PRD-01128,5743,712,5031,250 units,02-07-2024,bin_435
INV-0022436,WH-14,PRD-03431,30748,2787,27961,250 units,19-11-2024,ZONE-I-Aisle25
INV-0022437,WH-45,PRD-03541,9690,100,9590,1000,29-09-2024,ZONE-J-1
INV-0022438,WH-11,PRD-04435,24461,7432,17029,250 units,23-09-2024,ZONE-K-19
INV-0022439,WH-26,PRD-01031,33949,3097,30852,500,21-03-2025,ZONE-L-8
INV-0022440,WH-33,PRD-01836,18220,2529,15691,500,,ZONE-A-Aisle20
INV-0022441,WH-03,PRD-01917,32238,5627,26611,1000,09-07-2024,ZONE-B-27
INV-0022442,WH-21,PRD-03591,19979,6702,13277,250,01-01-2024,bin_442
INV-0022443,WH-50,PRD-03514,23860,3545,20315,250,12-03-2025,ZONE-D-40
INV-0022444,WH-14,PRD-01601,9944,1779,8165,250,18-01-2025,ZONE-E-Aisle33
INV-0022445,WH-42,PRD-04231,3457,4613,-1156,250,14-03-2024,ZONE-F-3
INV-0022446,WH-22,PRD-03474,26247,535,25712,250,29-08-2025,ZONE-G-26
INV-0022447,WH-48,PRD-00296,3004,2873,131,1000,14-03-2025,ZONE-H-31
INV-0022448,WH-01,PRD-00621,20310,503,19807,250,22-09-2025,ZONE-I-Aisle01
INV-0022449,WH-12,PRD-04195,29426,3434,25992,500,22-02-2025,bin_449
INV-0022450,WH-09,PRD-03655,26786,6189,20597,,,ZONE-K-30
INV-0022451,WH-27,PRD-03251,6146,4909,1237,1000,02-08-2024,ZONE-L-34
INV-0022452,WH-46,PRD-01766,10870,5122,5748,1000,10-04-2024,ZONE-A-Aisle34
INV-0022453,WH-31,PRD-00342,19820,3669,16151,500,25-12-2024,ZONE-B-19
INV-0022454,WH-48,PRD-00305,4970,2836,2134,,23-05-2024,ZONE-C-32
INV-0022455,WH-23,PRD-00107,-100,4999,-5099,500,25-12-2024,ZONE-D-25
INV-0022456,WH-31,PRD-02160,363,2132,-1769,250,07-03-2026,ZONE-E-Aisle08
INV-0022457,WH-39,PRD-00264,1478,4214,-2736,1000,13-04-2025,ZONE-F-33
INV-0022458,WH-50,PRD-00385,30531,2888,27643,500,10-01-2024,ZONE-G-9
INV-0022459,WH-06,PRD-04254,2016,3656,-1640,250 units,23-01-2026,ZONE-H-12
INV-0022460,WH-25,PRD-01528,7589,3242,4347,250 units,,ZONE-I-Aisle27
INV-0022461,WH-44,PRD-02182,6191,5139,1052,1000,29-09-2025,ZONE-J-18
INV-0022462,WH-04,PRD-03335,27787,1191,26596,1000,12-02-2024,ZONE-K-11
INV-0022463,WH-35,PRD-03907,19075,4872,14203,,10-05-2025,bin_463
INV-0022464,WH-14,PRD-03280,9062,4930,4132,500,15-11-2024,ZONE-A-Aisle26
INV-0022465,WH-01,PRD-01416,5011,3708,1303,250,06-07-2024,ZONE-B-38
INV-0022466,WH-13,PRD-02710,9095,1677,7418,250 units,09-01-2024,ZONE-C-9
INV-0022467,WH-21,PRD-01511,34184,3827,30357,500,16-02-2025,ZONE-D-8
INV-0022468,WH-10,PRD-03229,11330,2796,8534,,18-06-2026,ZONE-E-Aisle36
INV-0022469,WH-07,PRD-01649,29825,2674,27151,250,03-06-2024,ZONE-F-35
INV-0022470,WH-03,PRD-02735,28242,5376,22866,250,,bin_470
INV-0022471,WH-46,PRD-04757,24423,6669,17754,500,11-10-2024,ZONE-H-21
INV-0022472,WH-32,PRD-01326,31981,4339,27642,1000,14-04-2024,ZONE-I-Aisle02
INV-0022473,WH-21,PRD-02120,12653,1677,10976,250 units,25-04-2025,ZONE-J-31
INV-0022474,WH-50,PRD-04296,9857,84,9773,,01-01-2024,ZONE-K-36
INV-0022475,WH-04,PRD-01344,33842,2228,31614,500,13-05-2025,ZONE-L-3
INV-0022476,WH-10,PRD-01276,23257,884,22373,,22-02-2026,ZONE-A-Aisle01
INV-0022477,WH-18,PRD-03025,6860,4979,1881,250 units,27-04-2024,bin_477
INV-0022478,WH-37,PRD-02379,18117,3074,15043,250 units,02-01-2026,ZONE-C-39
INV-0022479,WH-05,PRD-03936,9878,1001,8877,,23-11-2024,ZONE-D-7
INV-0022480,WH-31,PRD-04179,11894,2586,9308,500,,ZONE-E-Aisle32
INV-0022481,WH-48,PRD-02406,29225,392,28833,1000,14-11-2025,ZONE-F-14
INV-0022482,WH-28,PRD-02326,17569,2319,15250,500,18-05-2025,ZONE-G-36
INV-0022483,WH-42,PRD-02939,22361,7363,14998,250 units,09-04-2026,ZONE-H-32
INV-0022484,WH-04,PRD-01519,33093,6865,26228,250 units,06-08-2024,ZONE-I-Aisle21
INV-0022485,WH-50,PRD-01412,27793,2977,24816,250 units,19-12-2025,ZONE-J-7
INV-0022486,WH-50,PRD-00602,8258,3372,4886,250 units,31-12-2025,ZONE-K-29
INV-0022487,WH-01,PRD-04495,23097,2527,20570,500,19-09-2024,ZONE-L-22
INV-0022488,WH-49,PRD-04305,1875,5474,-3599,250,23-05-2025,ZONE-A-Aisle27
INV-0022489,WH-21,PRD-01601,6233,5546,687,500,11-11-2025,ZONE-B-9
INV-0022490,WH-14,PRD-02779,15361,5925,9436,250 units,,ZONE-C-40
