ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus,BaseFreightCost
SHP-0005513,PO-SYN-0012470,WH-26,MSC Logistics,Air Freight,24-02-2025,11-03-2025,18-03-2025,3099.03,USD,Delayed_Weather,16139.43
SHP-0005514,PO-SYN-0001979,WH-10,MSC Logistics,Road Transport,16-08-2025,31-08-2025,03-09-2025,347.74,USD,In_Transit,1228.67
SHP-0005515,PO-SYN-0008490,WH-09,DHL,Road Transport,05-03-2026,20-03-2026,06-04-2026,2554.1,USD,Delivered,8320.67
SHP-0005516,PO-SYN-0010034,WH-32,FedEx,Ocean Freight,21-09-2025,06-10-2025,12-10-2025,2576.22,USD,Delivered,0
SHP-0005517,PO-SYN-0018501,WH-47,DHL Express,Air Freight,11-05-2024,26-05-2024,29-05-2024,2500.05,USD,Scheduled,18168.66
SHP-0005518,PO-SYN-0019521,WH-15,DHL Express,Ocean Freight,20-09-2024,05-10-2024,12-10-2024,2201.8,USD,Scheduled,16061.8
SHP-0005519,PO-SYN-0008694,WH-27,FedEx Express,Truck,30-05-2026,14-06-2026,24-06-2026,4244.14,USD,Port_Customs_Hold,18403.96
SHP-0005520,PO-SYN-0016289,WH-32,Maersk Line,Truck,17-06-2026,02-07-2026,12-07-2026,5343.04,USD,Delayed_Weather,16647.39
SHP-0005521,PO-SYN-0013125,WH-40,FedEx,Ocean Freight,15-10-2024,30-10-2024,29-10-2024,4484.8,USD,Delivered,14153.92
SHP-0005522,PO-SYN-0006311,WH-25,FedEx,Ocean Freight,09-07-2025,24-07-2025,26-07-2025,2082.92,USD,In_Transit,7209.77
SHP-0005523,PO-SYN-0013438,WH-10,FedEx,Truck,03-09-2025,18-09-2025,27-09-2025,490.17,USD,Delivered,2874.23
SHP-0005524,PO-SYN-0011167,WH-22,DB Schenker,Truck,02-04-2024,17-04-2024,24-04-2024,4073.74,USD,Delayed_Weather,13068.7
SHP-0005525,PO-SYN-0007435,WH-43,MSC Logistics,Air Freight,18-10-2025,02-11-2025,02-11-2025,6888.79,USD,Scheduled,23130.96
SHP-0005526,PO-SYN-0007388,WH-21,DHL,Road Transport,06-12-2024,21-12-2024,06-01-2025,3105.82,USD,Delivered,9841.54
SHP-0005527,PO-SYN-0003752,WH-47,Maersk Line,Air Freight,17-12-2025,01-01-2026,06-01-2026,7960.3,USD,Port_Customs_Hold,23368.14
SHP-0005528,PO-SYN-0002737,WH-17,DHL,Ocean Freight,26-03-2025,10-04-2025,19-04-2025,2251.1,USD,In_Transit,9392.84
SHP-0005529,PO-SYN-0001046,WH-48,Maersk Line,Air Freight,18-08-2025,02-09-2025,13-09-2025,1777.22,USD,Delivered,6279.63
SHP-0005530,PO-SYN-0011395,WH-25,FedEx,Ocean Freight,06-08-2025,21-08-2025,24-08-2025,1415.06,USD,In_Transit,0
SHP-0005531,PO-SYN-0016301,WH-15,DHL Express,Air Freight,24-05-2024,08-06-2024,03-07-2024,6030.93,USD,Delivered,23864.03
SHP-0005532,PO-SYN-0014726,WH-32,DB Schenker,Air Freight,02-11-2025,17-11-2025,27-11-2025,3715.49,USD,Scheduled,19817.73
SHP-0005533,PO-SYN-0012744,WH-15,FedEx Express,Air Freight,20-06-2024,05-07-2024,11-07-2024,475.68,USD,Port_Customs_Hold,1379.34
SHP-0005534,PO-SYN-0004075,WH-24,FedEx Express,Ocean Freight,07-07-2024,22-07-2024,20-07-2024,1369.04,USD,In_Transit,9055.19
SHP-0005535,PO-SYN-0007453,WH-26,FedEx,Truck,19-12-2024,03-01-2025,07-01-2025,155.17,USD,Delayed_Weather,1216.72
SHP-0005536,PO-SYN-0013132,WH-24,FedEx Express,Truck,06-07-2024,21-07-2024,29-07-2024,3632.1,USD,Delivered,14359.92
SHP-0005537,PO-SYN-0013138,WH-26,Maersk Line,Ocean Freight,08-09-2025,23-09-2025,15-10-2025,2837.46,USD,Delivered,21698.67
SHP-0005538,PO-SYN-0003453,WH-31,FedEx,Air Freight,05-11-2024,20-11-2024,29-11-2024,388.05,USD,Delivered,1231.04
SHP-0005539,PO-SYN-0015425,WH-19,DHL Express,Air Freight,27-05-2024,11-06-2024,22-06-2024,6022.28,USD,Delivered,24220.73
SHP-0005540,PO-SYN-0019495,WH-26,FedEx,Road Transport,23-10-2024,07-11-2024,06-11-2024,3359.27,USD,Scheduled,6152.255
SHP-0005541,PO-SYN-0012628,WH-36,FedEx,Truck,31-03-2026,15-04-2026,24-04-2026,3714.46,USD,Port_Customs_Hold,21804.92
SHP-0005542,PO-SYN-0003641,WH-16,Maersk Line,Truck,29-09-2025,14-10-2025,08-10-2025,2106.56,USD,Delivered,7537.24
SHP-0005543,PO-SYN-0012157,WH-11,FedEx,Truck,05-07-2024,20-07-2024,17-07-2024,2240.01,USD,Delivered,13435.52
SHP-0005544,PO-SYN-0007163,WH-33,Maersk,Air Freight,22-07-2025,06-08-2025,08-08-2025,7870.73,USD,Port_Customs_Hold,22930.45
SHP-0005545,PO-SYN-0019535,WH-44,DHL Express,Air Freight,20-04-2025,05-05-2025,09-05-2025,1319.72,USD,In_Transit,7534.3
SHP-0005546,PO-SYN-0013753,WH-15,DB Schenker,Air Freight,24-09-2025,09-10-2025,29-09-2025,1063.66,USD,Delivered,7388.68
SHP-0005547,PO-SYN-0015606,WH-32,FedEx,Road Transport,30-01-2025,14-02-2025,22-02-2025,2062.08,USD,In_Transit,14064.79
SHP-0005548,PO-SYN-0001382,WH-23,FedEx Express,Road Transport,15-11-2024,30-11-2024,08-12-2024,3952.45,USD,In_Transit,14048.21
SHP-0005549,PO-SYN-0018193,WH-30,MSC Logistics,Air Freight,01-09-2025,16-09-2025,19-09-2025,824.26,USD,Scheduled,2626
SHP-0005550,PO-SYN-0004006,WH-40,DHL,Ocean Freight,08-02-2025,23-02-2025,28-02-2025,2472.47,USD,Delayed_Weather,9074.22
SHP-0005551,PO-SYN-0001292,WH-30,DHL,Air Freight,30-05-2024,14-06-2024,23-06-2024,108.62,USD,Scheduled,798.87
SHP-0005552,PO-SYN-0012823,WH-43,MSC Logistics,Road Transport,05-05-2024,20-05-2024,29-05-2024,562.47,USD,Delayed_Weather,2816.74
SHP-0005553,PO-SYN-0013972,WH-09,DB Schenker,Road Transport,21-08-2024,05-09-2024,15-09-2024,470.01,USD,In_Transit,1464.76
SHP-0005554,PO-SYN-0002892,WH-50,Maersk Line,Road Transport,19-05-2025,03-06-2025,05-06-2025,3401.25,USD,Scheduled,11251.3
SHP-0005555,PO-SYN-0013167,WH-06,MSC Logistics,Ocean Freight,24-08-2024,08-09-2024,19-09-2024,3888.78,USD,In_Transit,11249.39
SHP-0005556,PO-SYN-0013692,WH-17,DHL Express,Air Freight,29-03-2026,13-04-2026,14-04-2026,3334.36,USD,Delayed_Weather,21874.48
SHP-0005557,PO-SYN-0002394,WH-01,FedEx,Air Freight,26-04-2024,11-05-2024,08-05-2024,3076.67,USD,Delivered,8930.25
SHP-0005558,PO-SYN-0004762,WH-04,MSC Logistics,Ocean Freight,14-04-2025,29-04-2025,27-04-2025,2006.33,USD,Scheduled,0
SHP-0005559,PO-SYN-0005028,WH-11,MSC Logistics,Truck,05-06-2026,20-06-2026,21-06-2026,1322.02,USD,Scheduled,8789.11
SHP-0005560,PO-SYN-0011773,WH-21,Maersk Line,Air Freight,08-02-2025,23-02-2025,21-02-2025,7239.96,USD,Delayed_Weather,23117.19
SHP-0005561,PO-SYN-0013409,WH-12,DB Schenker,Truck,09-11-2024,24-11-2024,19-11-2024,3120.38,USD,Delivered,12066.47
SHP-0005562,PO-SYN-0014468,WH-27,FedEx Express,Road Transport,06-03-2024,21-03-2024,23-03-2024,1500.41,USD,Scheduled,11134.57
SHP-0005563,PO-SYN-0004557,WH-34,FedEx Express,Truck,30-03-2026,14-04-2026,24-04-2026,1907.7,USD,Scheduled,5619.99
SHP-0005564,PO-SYN-0013651,WH-05,FedEx Express,Air Freight,24-03-2025,08-04-2025,07-04-2025,3968.58,USD,Delayed_Weather,21749.11
SHP-0005565,PO-SYN-0017718,WH-05,MSC Logistics,Truck,20-07-2024,04-08-2024,09-08-2024,2941.24,USD,Delayed_Weather,20528.61
SHP-0005566,PO-SYN-0017547,WH-40,Maersk,Ocean Freight,09-08-2024,24-08-2024,04-09-2024,7018.75,USD,Delivered,23841.76
SHP-0005567,PO-SYN-0015348,WH-16,Maersk Line,Ocean Freight,25-06-2025,10-07-2025,03-08-2025,2893.63,USD,Delivered,18742.72
SHP-0005568,PO-SYN-0009516,WH-30,DHL Express,Truck,02-01-2025,17-01-2025,23-01-2025,7037.18,USD,Delayed_Weather,20642.35
SHP-0005569,PO-SYN-0016414,WH-48,FedEx,Ocean Freight,18-10-2025,02-11-2025,02-11-2025,1650.22,USD,Delayed_Weather,7704.84
SHP-0005570,PO-SYN-0018495,WH-23,DB Schenker,Truck,14-01-2026,29-01-2026,31-01-2026,1022.48,USD,Delayed_Weather,6944.19
SHP-0005571,PO-SYN-0010279,WH-19,DHL,Ocean Freight,13-03-2024,28-03-2024,05-04-2024,5304.84,USD,Delivered,18660.37
SHP-0005572,PO-SYN-0008228,WH-05,Maersk,Air Freight,05-07-2024,20-07-2024,23-07-2024,3301.17,USD,Scheduled,0
SHP-0005573,PO-SYN-0009241,WH-49,FedEx,Ocean Freight,06-05-2025,21-05-2025,30-05-2025,7606.39,USD,Port_Customs_Hold,23079.44
SHP-0005574,PO-SYN-0019856,WH-31,DB Schenker,Ocean Freight,22-05-2024,06-06-2024,29-05-2024,3134.98,USD,Delivered,13302.08
SHP-0005575,PO-SYN-0014155,WH-12,DHL Express,Truck,28-08-2025,12-09-2025,15-09-2025,5257.58,USD,In_Transit,15857.47
SHP-0005576,PO-SYN-0014487,WH-47,DB Schenker,Truck,23-11-2025,08-12-2025,13-12-2025,3648.3,USD,Delayed_Weather,24103.81
SHP-0005577,PO-SYN-0000027,WH-22,MSC Logistics,Air Freight,24-10-2025,08-11-2025,07-11-2025,3863.84,USD,Scheduled,15945.05
SHP-0005578,PO-SYN-0008821,WH-39,MSC Logistics,Ocean Freight,25-02-2025,12-03-2025,14-03-2025,945.42,USD,Delivered,7118.27
SHP-0005579,PO-SYN-0013207,WH-43,DB Schenker,Road Transport,12-04-2025,27-04-2025,25-04-2025,1629.55,USD,Delayed_Weather,8272.82
SHP-0005580,PO-SYN-0003026,WH-33,FedEx,Air Freight,31-03-2024,15-04-2024,07-05-2024,1960.3,USD,Delivered,6152.255
SHP-0005581,PO-SYN-0006747,WH-29,FedEx Express,Truck,01-09-2025,16-09-2025,23-09-2025,4778.02,USD,Delayed_Weather,14754.79
SHP-0005582,PO-SYN-0013740,WH-26,FedEx Express,Air Freight,17-07-2025,01-08-2025,05-08-2025,1505.23,USD,In_Transit,6060.22
SHP-0005583,PO-SYN-0018044,WH-42,FedEx,Air Freight,05-06-2025,20-06-2025,01-07-2025,3757.66,USD,In_Transit,23984.25
SHP-0005584,PO-SYN-0003151,WH-19,FedEx,Air Freight,06-05-2025,21-05-2025,21-05-2025,4129.25,USD,Port_Customs_Hold,21905.13
SHP-0005585,PO-SYN-0005209,WH-07,Maersk,Truck,26-10-2025,10-11-2025,02-12-2025,7561.56,USD,Delivered,21886.82
SHP-0005586,PO-SYN-0006546,WH-36,FedEx Express,Ocean Freight,23-08-2024,07-09-2024,09-09-2024,851.5,USD,Delayed_Weather,0
SHP-0005587,PO-SYN-0004023,WH-35,DB Schenker,Ocean Freight,15-11-2024,30-11-2024,07-12-2024,284.99,USD,In_Transit,934.56
SHP-0005588,PO-SYN-0003311,WH-15,DHL,Air Freight,03-06-2026,18-06-2026,25-06-2026,3785.96,USD,Delivered,12368.37
SHP-0005589,PO-SYN-0013474,WH-13,FedEx,Road Transport,12-02-2025,27-02-2025,09-03-2025,5248.9,USD,In_Transit,19595.9
SHP-0005590,PO-SYN-0016042,WH-37,Maersk,Road Transport,10-02-2026,25-02-2026,19-03-2026,1170.13,USD,Delivered,6737.75
SHP-0005591,PO-SYN-0001304,WH-26,DHL,Ocean Freight,12-12-2025,27-12-2025,28-12-2025,1146.57,USD,Port_Customs_Hold,3713.7
SHP-0005592,PO-SYN-0019856,WH-12,DHL,Road Transport,08-11-2025,23-11-2025,22-11-2025,7003.18,USD,Scheduled,22073.54
SHP-0005593,PO-SYN-0004022,WH-15,DHL Express,Ocean Freight,24-05-2024,08-06-2024,15-06-2024,2050.15,USD,In_Transit,8145.14
SHP-0005594,PO-SYN-0003899,WH-42,Maersk,Truck,20-12-2024,04-01-2025,11-01-2025,2681.8,USD,Delayed_Weather,10969.56
SHP-0005595,PO-SYN-0013710,WH-21,Maersk Line,Air Freight,24-03-2024,08-04-2024,18-04-2024,1478.92,USD,Port_Customs_Hold,11145.58
SHP-0005596,PO-SYN-0015323,WH-47,FedEx,Truck,01-08-2024,16-08-2024,19-08-2024,3302.45,USD,Delivered,9782.4
SHP-0005597,PO-SYN-0018173,WH-37,FedEx,Ocean Freight,26-02-2026,13-03-2026,15-03-2026,2722.72,USD,Scheduled,10427.01
SHP-0005598,PO-SYN-0018421,WH-29,DHL,Ocean Freight,26-12-2025,10-01-2026,11-01-2026,2452.07,USD,In_Transit,10600.73
SHP-0005599,PO-SYN-0004628,WH-20,MSC Logistics,Air Freight,04-05-2024,19-05-2024,11-05-2024,3545.57,USD,Delivered,10369.41
SHP-0005600,PO-SYN-0009328,WH-08,FedEx Express,Truck,01-01-2026,16-01-2026,27-12-2025,5823.06,USD,Delivered,20795.8
SHP-0005601,PO-SYN-0014627,WH-25,Maersk Line,Truck,25-08-2024,09-09-2024,11-09-2024,1484.24,USD,In_Transit,7346.76
SHP-0005602,PO-SYN-0014900,WH-26,FedEx,Air Freight,29-08-2024,13-09-2024,12-09-2024,4868.48,USD,Delivered,16162.69
SHP-0005603,PO-SYN-0008889,WH-40,DHL Express,Road Transport,03-03-2026,18-03-2026,25-03-2026,5149.76,USD,Port_Customs_Hold,14961.18
SHP-0005604,PO-SYN-0001372,WH-40,Maersk,Road Transport,23-12-2024,07-01-2025,14-01-2025,5836.2,USD,Scheduled,17987.41
SHP-0005605,PO-SYN-0000398,WH-47,DHL,Air Freight,11-07-2024,26-07-2024,17-08-2024,2854.92,USD,Delivered,16260.44
SHP-0005606,PO-SYN-0004473,WH-49,FedEx,Road Transport,15-02-2025,02-03-2025,22-03-2025,802.29,USD,Delivered,2419.12
SHP-0005607,PO-SYN-0017735,WH-22,DHL Express,Ocean Freight,20-10-2024,04-11-2024,18-11-2024,3913.39,USD,Delivered,23127.18
SHP-0005608,PO-SYN-0001679,WH-12,DB Schenker,Ocean Freight,22-11-2025,07-12-2025,16-12-2025,3941.63,USD,Delayed_Weather,19852.3
SHP-0005609,PO-SYN-0017310,WH-13,Maersk Line,Ocean Freight,07-02-2024,22-02-2024,03-03-2024,5535.44,USD,Delivered,18771.48
SHP-0005610,PO-SYN-0014280,WH-31,FedEx,Road Transport,02-05-2024,17-05-2024,15-05-2024,2430.62,USD,Delayed_Weather,11442.7
SHP-0005611,PO-SYN-0003903,WH-06,Maersk Line,Ocean Freight,29-11-2025,14-12-2025,24-12-2025,1467.83,USD,Scheduled,11825.2
SHP-0005612,PO-SYN-0010614,WH-11,FedEx,Road Transport,23-11-2025,08-12-2025,10-12-2025,2398.67,USD,Delivered,10835.52
SHP-0005613,PO-SYN-0018610,WH-19,FedEx Express,Ocean Freight,21-05-2024,05-06-2024,15-06-2024,581.4,USD,Scheduled,2276.51
SHP-0005614,PO-SYN-0016479,WH-03,DB Schenker,Ocean Freight,06-12-2025,21-12-2025,24-12-2025,4616.94,USD,Delivered,0
SHP-0005615,PO-SYN-0017544,WH-32,DB Schenker,Air Freight,15-01-2025,30-01-2025,01-02-2025,2733.4,USD,Delayed_Weather,22249.84
SHP-0005616,PO-SYN-0010711,WH-15,MSC Logistics,Ocean Freight,21-10-2024,05-11-2024,14-11-2024,3499.79,USD,In_Transit,11514.71
SHP-0005617,PO-SYN-0016167,WH-11,FedEx Express,Ocean Freight,18-03-2025,02-04-2025,10-04-2025,3893.51,USD,Delayed_Weather,14141.45
SHP-0005618,PO-SYN-0009183,WH-45,DHL Express,Ocean Freight,20-11-2025,05-12-2025,11-12-2025,5899.04,USD,Scheduled,18344.06
SHP-0005619,PO-SYN-0005615,WH-19,MSC Logistics,Road Transport,19-03-2025,03-04-2025,10-04-2025,4562.33,USD,Delayed_Weather,22166.21
SHP-0005620,PO-SYN-0006459,WH-39,MSC Logistics,Air Freight,25-05-2024,09-06-2024,10-06-2024,2507.46,USD,Delivered,6152.255
SHP-0005621,PO-SYN-0019410,WH-17,FedEx,Ocean Freight,25-11-2025,10-12-2025,20-12-2025,6047.5,USD,Delivered,24450.55
SHP-0005622,PO-SYN-0014003,WH-07,FedEx Express,Air Freight,23-01-2025,07-02-2025,13-02-2025,4633.46,USD,Delayed_Weather,15564.04
SHP-0005623,PO-SYN-0014529,WH-44,DHL Express,Ocean Freight,08-10-2025,23-10-2025,14-10-2025,349.18,USD,Delivered,1196.78
SHP-0005624,PO-SYN-0000895,WH-22,DHL,Truck,06-05-2025,21-05-2025,26-05-2025,4428.9,USD,Delivered,21928.55
SHP-0005625,PO-SYN-0000779,WH-03,Maersk Line,Road Transport,02-09-2024,17-09-2024,18-09-2024,3747.7,USD,Scheduled,17632.28
SHP-0005626,PO-SYN-0018531,WH-27,DHL,Air Freight,19-10-2024,03-11-2024,10-11-2024,3540.64,USD,Port_Customs_Hold,10223.55
SHP-0005627,PO-SYN-0004593,WH-19,DHL,Road Transport,07-03-2025,22-03-2025,21-03-2025,3010.86,USD,Scheduled,10792.47
SHP-0005628,PO-SYN-0016728,WH-14,FedEx,Truck,17-05-2025,01-06-2025,05-06-2025,6316.25,USD,In_Transit,0
SHP-0005629,PO-SYN-0004819,WH-41,Maersk,Air Freight,08-06-2026,23-06-2026,15-07-2026,4787.91,USD,Delivered,23182.64
SHP-0005630,PO-SYN-0017497,WH-50,FedEx,Ocean Freight,03-12-2025,18-12-2025,24-12-2025,1099.64,USD,Scheduled,3474.1
SHP-0005631,PO-SYN-0010069,WH-14,FedEx Express,Ocean Freight,22-09-2024,07-10-2024,01-11-2024,443.65,USD,Delivered,1728.79
SHP-0005632,PO-SYN-0017481,WH-32,FedEx,Air Freight,15-03-2026,30-03-2026,04-04-2026,1828.64,USD,Port_Customs_Hold,6231.04
SHP-0005633,PO-SYN-0016845,WH-02,FedEx,Ocean Freight,28-12-2025,12-01-2026,20-01-2026,3645.85,USD,Delivered,22136.12
SHP-0005634,PO-SYN-0002434,WH-22,FedEx Express,Air Freight,21-07-2025,05-08-2025,04-08-2025,1209.62,USD,Port_Customs_Hold,6605.78
SHP-0005635,PO-SYN-0016524,WH-22,DB Schenker,Ocean Freight,04-06-2026,19-06-2026,21-06-2026,4094.09,USD,In_Transit,19477.27
SHP-0005636,PO-SYN-0006671,WH-27,Maersk Line,Air Freight,03-04-2026,18-04-2026,16-04-2026,5862.37,USD,Delivered,24307.97
SHP-0005637,PO-SYN-0000423,WH-34,FedEx,Road Transport,10-06-2026,25-06-2026,08-07-2026,1499.95,USD,Delivered,5586.98
SHP-0005638,PO-SYN-0007574,WH-39,Maersk Line,Truck,19-01-2025,03-02-2025,26-01-2025,1915.72,USD,Delivered,12938.1
SHP-0005639,PO-SYN-0016937,WH-04,Maersk Line,Ocean Freight,03-05-2024,18-05-2024,23-05-2024,5630.92,USD,Scheduled,17643.78
SHP-0005640,PO-SYN-0009770,WH-48,DHL,Truck,02-06-2024,17-06-2024,13-06-2024,2691.75,USD,Delivered,8043.32
SHP-0005641,PO-SYN-0002227,WH-14,FedEx,Road Transport,28-05-2026,12-06-2026,15-06-2026,102.31,USD,Delayed_Weather,506.16
SHP-0005642,PO-SYN-0004194,WH-50,MSC Logistics,Ocean Freight,01-03-2025,16-03-2025,22-03-2025,4982.29,USD,Scheduled,0
SHP-0005643,PO-SYN-0010182,WH-08,FedEx,Air Freight,11-08-2025,26-08-2025,25-08-2025,782.79,USD,Port_Customs_Hold,5659.47
SHP-0005644,PO-SYN-0008402,WH-33,DB Schenker,Air Freight,05-09-2024,20-09-2024,18-09-2024,2724.49,USD,Scheduled,10229.03
SHP-0005645,PO-SYN-0006689,WH-11,FedEx,Truck,05-01-2026,20-01-2026,24-01-2026,635.52,USD,Delivered,3387.37
SHP-0005646,PO-SYN-0014427,WH-40,Maersk,Truck,23-02-2026,10-03-2026,09-03-2026,4609.48,USD,Delayed_Weather,16965.08
SHP-0005647,PO-SYN-0018292,WH-09,FedEx Express,Ocean Freight,11-05-2026,26-05-2026,31-05-2026,771.21,USD,Port_Customs_Hold,5377.12
SHP-0005648,PO-SYN-0010876,WH-02,Maersk Line,Air Freight,15-02-2024,01-03-2024,26-03-2024,4481.28,USD,Delivered,13228.54
SHP-0005649,PO-SYN-0008222,WH-12,Maersk Line,Ocean Freight,29-06-2024,14-07-2024,21-07-2024,651.28,USD,Delivered,3452.14
SHP-0005650,PO-SYN-0005126,WH-16,MSC Logistics,Air Freight,04-07-2025,19-07-2025,23-07-2025,4555.95,USD,Port_Customs_Hold,20955.48
SHP-0005651,PO-SYN-0006246,WH-21,DHL,Ocean Freight,17-10-2024,01-11-2024,04-11-2024,4945.83,USD,Delivered,22809.41
SHP-0005652,PO-SYN-0016575,WH-48,FedEx,Ocean Freight,29-06-2025,14-07-2025,16-07-2025,7113.55,USD,Scheduled,20881.14
SHP-0005653,PO-SYN-0016365,WH-18,FedEx,Ocean Freight,18-09-2024,03-10-2024,05-10-2024,2205.65,USD,Scheduled,13881.56
SHP-0005654,PO-SYN-0000063,WH-09,FedEx,Ocean Freight,21-09-2025,06-10-2025,09-10-2025,4839.99,USD,Scheduled,22067.36
SHP-0005655,PO-SYN-0012267,WH-06,FedEx Express,Ocean Freight,28-07-2024,12-08-2024,06-08-2024,3033.18,USD,Delivered,14888.97
SHP-0005656,PO-SYN-0017189,WH-33,MSC Logistics,Ocean Freight,04-04-2026,19-04-2026,26-04-2026,3867.29,USD,Delayed_Weather,20587.01
SHP-0005657,PO-SYN-0001523,WH-13,FedEx,Ocean Freight,13-08-2025,28-08-2025,31-08-2025,4524.87,USD,Port_Customs_Hold,17223.15
SHP-0005658,PO-SYN-0005133,WH-05,FedEx,Ocean Freight,31-05-2025,15-06-2025,17-06-2025,1305.89,USD,In_Transit,7464.83
SHP-0005659,PO-SYN-0016359,WH-18,FedEx,Air Freight,30-12-2025,14-01-2026,13-01-2026,5519.96,USD,Scheduled,17317.11
SHP-0005660,PO-SYN-0009491,WH-48,Maersk Line,Air Freight,04-03-2025,19-03-2025,27-03-2025,1819.85,USD,Scheduled,6152.255
SHP-0005661,PO-SYN-0012876,WH-16,DHL,Air Freight,08-03-2026,23-03-2026,29-03-2026,3420.84,USD,Delayed_Weather,9886.89
SHP-0005662,PO-SYN-0014191,WH-34,FedEx,Road Transport,25-11-2025,10-12-2025,17-12-2025,150.99,USD,In_Transit,488.76
SHP-0005663,PO-SYN-0016089,WH-20,Maersk Line,Air Freight,01-04-2024,16-04-2024,25-04-2024,477.68,USD,In_Transit,1446.55
SHP-0005664,PO-SYN-0018163,WH-39,Maersk,Road Transport,04-10-2024,19-10-2024,15-10-2024,279.04,USD,Delivered,1473.83
SHP-0005665,PO-SYN-0016788,WH-15,FedEx,Air Freight,14-11-2024,29-11-2024,01-12-2024,6252.99,USD,Scheduled,19330.88
SHP-0005666,PO-SYN-0011547,WH-18,FedEx Express,Air Freight,04-01-2025,19-01-2025,26-01-2025,4191.53,USD,Scheduled,16764.81
SHP-0005667,PO-SYN-0007371,WH-16,DHL,Air Freight,15-06-2024,30-06-2024,08-07-2024,3192.83,USD,Delayed_Weather,10960.4
SHP-0005668,PO-SYN-0004702,WH-09,MSC Logistics,Air Freight,01-06-2024,16-06-2024,30-06-2024,1555.22,USD,Delivered,11003.57
SHP-0005669,PO-SYN-0012261,WH-15,DB Schenker,Truck,30-04-2025,15-05-2025,19-05-2025,3279.35,USD,Port_Customs_Hold,17868.8
SHP-0005670,PO-SYN-0019463,WH-28,FedEx,Ocean Freight,05-02-2025,20-02-2025,01-03-2025,3470.98,USD,Delayed_Weather,0
SHP-0005671,PO-SYN-0015078,WH-47,DHL Express,Ocean Freight,07-04-2026,22-04-2026,22-04-2026,6042.99,USD,In_Transit,23516.09
SHP-0005672,PO-SYN-0010519,WH-39,FedEx,Air Freight,03-12-2025,18-12-2025,27-12-2025,3016.29,USD,Delayed_Weather,21595.89
SHP-0005673,PO-SYN-0001729,WH-17,DHL,Air Freight,18-12-2024,02-01-2025,08-01-2025,4440.02,USD,Port_Customs_Hold,21172.87
SHP-0005674,PO-SYN-0010614,WH-46,FedEx,Air Freight,07-10-2025,22-10-2025,20-10-2025,686.28,USD,Port_Customs_Hold,5404.45
SHP-0005675,PO-SYN-0013256,WH-24,FedEx,Ocean Freight,15-01-2025,30-01-2025,10-01-2025,2576.31,USD,Delivered,12937.34
SHP-0005676,PO-SYN-0009122,WH-24,DB Schenker,Air Freight,24-01-2025,08-02-2025,15-02-2025,3831.92,USD,Delayed_Weather,12252.86
SHP-0005677,PO-SYN-0009729,WH-49,Maersk Line,Air Freight,15-03-2025,30-03-2025,30-03-2025,7501.54,USD,Delayed_Weather,22240.3
SHP-0005678,PO-SYN-0000103,WH-01,DHL,Road Transport,14-02-2024,29-02-2024,27-02-2024,2799.74,USD,Scheduled,14415.56
SHP-0005679,PO-SYN-0006931,WH-36,Maersk,Ocean Freight,16-05-2026,31-05-2026,17-06-2026,2688.01,USD,Delivered,13912.31
SHP-0005680,PO-SYN-0013044,WH-30,Maersk,Ocean Freight,24-08-2024,08-09-2024,11-09-2024,2148.95,USD,Port_Customs_Hold,8291.89
SHP-0005681,PO-SYN-0003565,WH-30,FedEx Express,Air Freight,12-02-2024,27-02-2024,08-03-2024,1981.67,USD,Delayed_Weather,6714.31
SHP-0005682,PO-SYN-0016425,WH-26,FedEx Express,Air Freight,29-04-2026,14-05-2026,20-05-2026,2490.46,USD,Delayed_Weather,14358.19
SHP-0005683,PO-SYN-0006993,WH-40,MSC Logistics,Ocean Freight,22-05-2024,06-06-2024,17-06-2024,3903.12,USD,Delivered,15538.27
SHP-0005684,PO-SYN-0002565,WH-49,DHL,Road Transport,27-04-2025,12-05-2025,19-05-2025,3745.42,USD,Port_Customs_Hold,0
SHP-0005685,PO-SYN-0013024,WH-46,DB Schenker,Road Transport,24-05-2025,08-06-2025,14-06-2025,4134.93,USD,In_Transit,15109.28
SHP-0005686,PO-SYN-0017647,WH-46,DHL,Road Transport,23-03-2024,07-04-2024,07-04-2024,2188.15,USD,In_Transit,16410.51
SHP-0005687,PO-SYN-0014659,WH-28,FedEx,Ocean Freight,29-05-2024,13-06-2024,23-06-2024,149.49,USD,Delayed_Weather,566.43
SHP-0005688,PO-SYN-0004864,WH-13,DHL Express,Ocean Freight,25-01-2025,09-02-2025,17-02-2025,783.22,USD,Delayed_Weather,5991.48
SHP-0005689,PO-SYN-0002669,WH-31,DHL,Air Freight,29-01-2026,13-02-2026,24-02-2026,113.53,USD,Delivered,557.94
SHP-0005690,PO-SYN-0013336,WH-06,MSC Logistics,Ocean Freight,06-11-2024,21-11-2024,25-11-2024,607.11,USD,In_Transit,2576.55
SHP-0005691,PO-SYN-0013145,WH-20,DHL Express,Air Freight,16-11-2025,01-12-2025,10-12-2025,4843.77,USD,Delivered,18197.77
SHP-0005692,PO-SYN-0008275,WH-46,FedEx,Truck,21-06-2024,06-07-2024,17-07-2024,2652.83,USD,In_Transit,21608.44
