PO_Number,SupplierID,ProductID,OrderDate,ExpectedDeliveryDate,QuantityOrdered,UnitCost,TotalPOValue,Currency,PO_Status
PO-SYN-0009621,SUP-00472,PRD-01500,2024-06-23,2024-07-03,8335,90.54,754650.9,GBP,IN_TRANSIT
PO-SYN-0009622,SUP-00423,PRD-01125,2025-04-08,2025-05-07,12195,474.98,5792381.1,CNY,IN_TRANSIT
PO-SYN-0009623,SUP-00433,PRD-01544,2024-02-10,2024-03-31,14179,1625.8,23052218.2,EUR,FULFILLED
PO-SYN-0009624,SUP-00685,PRD-02664,2024-06-05,2024-07-11,599,279.77,167582.23,INR,FULFILLED
PO-SYN-0009625,SUP-00105,PRD-02243,2026-04-30,2026-05-23,5723,1300.84,7444707.32,CNY,APPROVED
PO-SYN-0009626,SUP-00850,PRD-01147,2026-03-09,2026-05-19,7276,1026.44,7468377.44,EUR,IN_TRANSIT
PO-SYN-0009627,SUP-00288,PRD-04542,2024-12-02,2025-02-10,13106,1282.16,16803988.96,KRW,FULFILLED
PO-SYN-0009628,SUP-00803,PRD-02050,2024-09-09,2024-10-06,13119,151.13,1982674.47,USD,PENDING_APPROVAL
PO-SYN-0009629,SUP-00748,PRD-03670,2025-05-28,2025-08-03,13516,481.37,6506196.92,USD,APPROVED
PO-SYN-0009630,SUP-00589,PRD-01135,2026-01-23,2026-03-19,6736,848.65,5716506.4,USD,APPROVED
PO-SYN-0009631,SUP-00410,PRD-00248,2025-09-28,2025-12-03,2481,1945.02,4825594.62,JPY,FULFILLED
PO-SYN-0009632,SUP-00912,PRD-04421,2026-05-24,2026-07-04,13725,949.42,13030789.5,EUR,IN_TRANSIT
PO-SYN-0009633,SUP-00943,PRD-04873,2024-06-17,2024-08-10,8455,886.37,7494258.35,EUR,CANCELLED
PO-SYN-0009634,SUP-00321,PRD-03744,2024-03-19,2024-05-23,4122,713.78,2942201.16,USD,APPROVED
PO-SYN-0009635,SUP-00979,PRD-01431,2024-03-12,2024-04-07,10181,1636.81,16664362.61,GBP,FULFILLED
PO-SYN-0009636,SUP-00844,PRD-03870,2026-01-06,2026-03-11,525,1536.59,806709.75,USD,IN_TRANSIT
PO-SYN-0009637,SUP-00041,PRD-01159,2024-10-04,2024-11-12,502,528.63,265372.26,USD,APPROVED
PO-SYN-0009638,SUP-00026,PRD-04779,2024-03-11,2024-04-27,9267,2249.93,20850101.31,EUR,APPROVED
PO-SYN-0009639,SUP-00869,PRD-00589,2024-10-22,2024-12-27,12011,1850.66,22228277.26,GBP,APPROVED
PO-SYN-0009640,SUP-00277,PRD-02104,2024-01-31,2024-03-11,14132,1526.06,21566279.92,KRW,FULFILLED
PO-SYN-0009641,SUP-00839,PRD-01275,2025-08-08,2025-10-10,2229,338.71,754984.59,GBP,FULFILLED
PO-SYN-0009642,SUP-00423,PRD-02676,2025-06-03,2025-07-20,1830,1392.04,2547433.2,GBP,IN_TRANSIT
PO-SYN-0009643,SUP-00522,PRD-00193,2026-06-18,2026-06-25,10168,989.04,10056558.72,GBP,PENDING_APPROVAL
PO-SYN-0009644,SUP-00721,PRD-01753,2025-12-29,2026-01-16,3374,2401.46,8102526.04,JPY,APPROVED
PO-SYN-0009645,SUP-00380,PRD-01469,2024-06-12,2024-07-19,11662,1360.02,15860553.24,GBP,APPROVED
PO-SYN-0009646,SUP-00376,PRD-04888,2026-06-11,2026-08-24,738,174.98,129135.24,INR,APPROVED
PO-SYN-0009647,SUP-00047,PRD-04588,2024-06-14,2024-07-09,9318,1108.29,10327046.22,EUR,FULFILLED
PO-SYN-0009648,SUP-00347,PRD-01215,2025-09-26,2025-10-31,11939,39.17,467650.63,CNY,APPROVED
PO-SYN-0009649,SUP-00334,PRD-04840,2026-05-26,2026-06-20,11046,2214.77,24464349.42,INR,IN_TRANSIT
PO-SYN-0009650,SUP-00925,PRD-01240,2026-02-03,2026-03-29,5995,1023.23,6134263.85,CNY,APPROVED
PO-SYN-0009651,SUP-00567,PRD-02934,2025-11-12,2026-01-13,14406,1899.76,27367942.56,EUR,FULFILLED
PO-SYN-0009652,SUP-00391,PRD-04400,2026-02-06,2026-04-22,11192,2108.7,23600570.4,EUR,IN_TRANSIT
PO-SYN-0009653,SUP-00627,PRD-03174,2024-05-17,2024-05-29,9617,535.87,5153461.79,CNY,FULFILLED
PO-SYN-0009654,SUP-00761,PRD-02918,2025-04-15,2025-05-11,6000,1437.45,8624700.0,GBP,FULFILLED
PO-SYN-0009655,SUP-00829,PRD-00697,2025-06-05,2025-06-27,11630,1593.94,18537522.2,INR,FULFILLED
PO-SYN-0009656,SUP-00031,PRD-02375,2024-12-25,2025-01-19,13006,1806.17,23491047.02,JPY,APPROVED
PO-SYN-0009657,SUP-00236,PRD-00125,2024-05-27,2024-06-04,8885,2079.99,18480711.15,USD,FULFILLED
PO-SYN-0009658,SUP-00183,PRD-00359,2025-09-15,2025-11-02,8536,2151.04,18361277.44,INR,APPROVED
PO-SYN-0009659,SUP-00605,PRD-01657,2026-02-24,2026-03-28,12005,539.15,6472495.75,GBP,FULFILLED
PO-SYN-0009660,SUP-00263,PRD-02780,2025-11-08,2025-12-09,6282,598.52,3759902.64,JPY,PENDING_APPROVAL
PO-SYN-0009661,SUP-00698,PRD-00646,2025-02-07,2025-02-16,6210,1566.74,9729455.4,JPY,IN_TRANSIT
PO-SYN-0009662,SUP-00698,PRD-04365,2026-02-14,2026-04-23,4273,2449.32,10465944.36,GBP,FULFILLED
PO-SYN-0009663,SUP-01000,PRD-02504,2024-02-08,2024-04-04,3780,434.9,1643922.0,JPY,FULFILLED
PO-SYN-0009664,SUP-00414,PRD-00593,2025-02-13,2025-03-01,9136,2140.32,19553963.52,GBP,APPROVED
PO-SYN-0009665,SUP-00171,PRD-01109,2025-07-14,2025-09-03,14869,2063.93,30688575.17,USD,FULFILLED
PO-SYN-0009666,SUP-00271,PRD-02005,2024-09-01,2024-10-08,9359,725.75,6792294.25,JPY,FULFILLED
PO-SYN-0009667,SUP-00881,PRD-01559,2024-08-12,2024-09-08,5934,949.52,5634451.68,EUR,APPROVED
PO-SYN-0009668,SUP-00716,PRD-01717,2024-06-25,2024-07-29,7269,1714.24,12460810.56,JPY,PENDING_APPROVAL
PO-SYN-0009669,SUP-00539,PRD-01475,2024-11-07,2025-01-03,12052,990.99,11943411.48,GBP,APPROVED
PO-SYN-0009670,SUP-00899,PRD-01611,2024-07-13,2024-08-26,2846,493.89,1405610.94,USD,FULFILLED
PO-SYN-0009671,SUP-00711,PRD-00015,2026-01-06,2026-01-21,7378,412.29,3041875.62,EUR,FULFILLED
PO-SYN-0009672,SUP-00695,PRD-01807,2024-04-12,2024-06-12,11838,2009.45,23787869.1,CNY,IN_TRANSIT
PO-SYN-0009673,SUP-00313,PRD-03935,2024-09-01,2024-10-24,7091,976.56,6924786.96,EUR,FULFILLED
PO-SYN-0009674,SUP-00255,PRD-03015,2025-10-04,2025-11-24,4656,1655.92,7709963.52,USD,FULFILLED
PO-SYN-0009675,SUP-00566,PRD-00458,2025-08-14,2025-09-10,5647,1098.12,6201083.64,CNY,IN_TRANSIT
PO-SYN-0009676,SUP-00152,PRD-01540,2026-04-20,2026-05-16,11428,1480.52,16919382.56,INR,FULFILLED
PO-SYN-0009677,SUP-00908,PRD-02870,2024-06-24,2024-07-04,2629,155.84,409703.36,KRW,APPROVED
PO-SYN-0009678,SUP-00320,PRD-04874,2024-03-31,2024-05-26,7362,1558.48,11473529.76,JPY,PENDING_APPROVAL
PO-SYN-0009679,SUP-00181,PRD-04207,2025-01-28,2025-02-14,4394,774.25,3402054.5,GBP,FULFILLED
PO-SYN-0009680,SUP-00824,PRD-03892,2024-07-14,2024-09-10,7364,2456.15,18087088.6,USD,IN_TRANSIT
PO-SYN-0009681,SUP-00892,PRD-01254,2024-08-28,2024-10-09,12710,1334.41,16960351.1,GBP,IN_TRANSIT
PO-SYN-0009682,SUP-00713,PRD-01407,2024-01-20,2024-03-22,13472,645.18,8691864.96,EUR,APPROVED
PO-SYN-0009683,SUP-00368,PRD-01629,2024-05-11,2024-06-02,1670,1866.07,3116336.9,KRW,FULFILLED
PO-SYN-0009684,SUP-00401,PRD-01470,2024-07-07,2024-09-04,976,1524.19,1487609.44,CNY,DELAYED
PO-SYN-0009685,SUP-00263,PRD-03268,2025-10-03,2025-12-08,1762,433.04,763016.48,USD,DELAYED
PO-SYN-0009686,SUP-00397,PRD-00461,2025-07-03,2025-09-02,3389,446.87,1514442.43,CNY,APPROVED
PO-SYN-0009687,SUP-00139,PRD-01671,2025-07-04,2025-09-05,13606,546.29,7432821.74,CNY,DELAYED
PO-SYN-0009688,SUP-00480,PRD-03707,2026-01-08,2026-03-11,4032,2166.12,8733795.84,CNY,FULFILLED
PO-SYN-0009689,SUP-00752,PRD-02713,2025-03-06,2025-04-25,4979,554.79,2762299.41,CNY,FULFILLED
PO-SYN-0009690,SUP-00198,PRD-01615,2024-12-16,2025-01-23,5045,167.29,843978.05,GBP,IN_TRANSIT
PO-SYN-0009691,SUP-00847,PRD-01666,2024-02-17,2024-03-24,14822,1517.05,22485715.1,EUR,FULFILLED
PO-SYN-0009692,SUP-00553,PRD-04934,2024-06-14,2024-08-25,3556,1904.98,6774108.88,GBP,APPROVED
PO-SYN-0009693,SUP-00830,PRD-02164,2026-03-11,2026-04-09,5621,1844.1,10365686.1,CNY,IN_TRANSIT
PO-SYN-0009694,SUP-00649,PRD-02919,2024-12-09,2025-02-05,6939,1791.33,12430038.87,CNY,APPROVED
PO-SYN-0009695,SUP-00885,PRD-04931,2025-10-09,2025-11-15,12204,957.76,11688503.04,GBP,DELAYED
PO-SYN-0009696,SUP-00849,PRD-02773,2025-06-13,2025-08-13,7129,751.66,5358584.14,GBP,FULFILLED
PO-SYN-0009697,SUP-00952,PRD-02331,2024-01-14,2024-03-11,1445,333.36,481705.2,KRW,APPROVED
PO-SYN-0009698,SUP-00742,PRD-04024,2025-04-09,2025-06-03,8863,2224.6,19716629.8,CNY,FULFILLED
PO-SYN-0009699,SUP-00294,PRD-01086,2025-10-11,2025-11-13,5843,602.89,3522686.27,CNY,APPROVED
PO-SYN-0009700,SUP-00381,PRD-03623,2026-04-27,2026-05-11,1251,2077.63,2599115.13,USD,APPROVED
PO-SYN-0009701,SUP-00840,PRD-00790,2024-12-31,2025-02-13,4990,2084.05,10399409.5,CNY,IN_TRANSIT
PO-SYN-0009702,SUP-00920,PRD-00938,2026-02-13,2026-02-22,4025,1285.08,5172447.0,JPY,APPROVED
PO-SYN-0009703,SUP-00157,PRD-02945,2024-05-20,2024-06-22,5971,1235.45,7376871.95,JPY,FULFILLED
PO-SYN-0009704,SUP-00499,PRD-01494,2026-05-02,2026-07-09,13565,122.61,1663204.65,USD,FULFILLED
PO-SYN-0009705,SUP-00611,PRD-01562,2024-08-05,2024-09-19,2906,1226.11,3563075.66,GBP,FULFILLED
PO-SYN-0009706,SUP-00351,PRD-02455,2024-10-15,2024-11-27,9077,849.06,7706917.62,CNY,APPROVED
PO-SYN-0009707,SUP-00165,PRD-02234,2025-11-05,2025-11-19,187,1844.14,344854.18,JPY,FULFILLED
PO-SYN-0009708,SUP-00271,PRD-03101,2025-10-03,2025-12-05,6327,1939.78,12272988.06,KRW,FULFILLED
PO-SYN-0009709,SUP-00021,PRD-00003,2026-06-18,2026-07-23,14639,827.11,12108063.29,GBP,IN_TRANSIT
PO-SYN-0009710,SUP-00629,PRD-00906,2024-09-15,2024-10-13,12242,1162.64,14233038.88,JPY,FULFILLED
PO-SYN-0009711,SUP-00479,PRD-00712,2024-01-05,2024-03-04,3243,1106.61,3588736.23,EUR,FULFILLED
PO-SYN-0009712,SUP-00222,PRD-01929,2026-04-25,2026-06-02,6253,1259.71,7876966.63,EUR,FULFILLED
PO-SYN-0009713,SUP-00556,PRD-03149,2025-07-09,2025-07-31,9290,600.46,5578273.4,CNY,FULFILLED
PO-SYN-0009714,SUP-00082,PRD-03770,2025-09-10,2025-10-12,7159,544.26,3896357.34,JPY,APPROVED
PO-SYN-0009715,SUP-00866,PRD-01824,2026-04-25,2026-07-01,8934,1007.0,8996538.0,KRW,FULFILLED
PO-SYN-0009716,SUP-00911,PRD-01322,2024-01-26,2024-03-13,13557,91.41,1239245.37,EUR,FULFILLED
PO-SYN-0009717,SUP-00963,PRD-02748,2025-02-09,2025-03-28,7539,1441.94,10870785.66,EUR,IN_TRANSIT
PO-SYN-0009718,SUP-00067,PRD-03273,2025-02-02,2025-03-16,7772,884.28,6872624.16,KRW,CANCELLED
PO-SYN-0009719,SUP-00467,PRD-04634,2024-12-21,2025-01-25,1712,713.63,1221734.56,CNY,FULFILLED
PO-SYN-0009720,SUP-00003,PRD-00015,2025-12-03,2025-12-24,2375,2039.05,4842743.75,JPY,APPROVED
PO-SYN-0009721,SUP-00416,PRD-02990,2026-05-08,2026-07-12,2139,2342.5,5010607.5,GBP,FULFILLED
PO-SYN-0009722,SUP-00972,PRD-00586,2025-05-10,2025-05-27,7885,2025.52,15971225.2,GBP,IN_TRANSIT
PO-SYN-0009723,SUP-00271,PRD-04825,2024-09-05,2024-09-30,3629,524.27,1902575.83,GBP,FULFILLED
PO-SYN-0009724,SUP-00070,PRD-03765,2024-07-29,2024-09-18,5564,1839.32,10233976.48,JPY,APPROVED
PO-SYN-0009725,SUP-00625,PRD-03830,2025-04-28,2025-05-30,2178,1269.24,2764404.72,USD,FULFILLED
PO-SYN-0009726,SUP-00032,PRD-03872,2026-03-12,2026-04-26,14734,2274.7,33515429.8,USD,APPROVED
PO-SYN-0009727,SUP-00158,PRD-01235,2024-10-25,2025-01-04,3381,2086.68,7055065.08,USD,FULFILLED
PO-SYN-0009728,SUP-00802,PRD-04817,2025-11-14,2026-01-12,2817,2438.64,6869648.88,INR,FULFILLED
PO-SYN-0009729,SUP-00742,PRD-01248,2024-07-28,2024-09-09,3439,2074.04,7132623.56,USD,FULFILLED
PO-SYN-0009730,SUP-00925,PRD-01610,2026-06-14,2026-07-17,3335,1529.15,5099715.25,EUR,APPROVED
PO-SYN-0009731,SUP-00034,PRD-03713,2024-09-21,2024-11-05,3568,1225.22,4371584.96,INR,FULFILLED
PO-SYN-0009732,SUP-00030,PRD-00603,2024-03-17,2024-05-27,11819,253.17,2992216.23,JPY,IN_TRANSIT
PO-SYN-0009733,SUP-00703,PRD-01735,2026-01-30,2026-03-05,3911,939.19,3673172.09,GBP,APPROVED
PO-SYN-0009734,SUP-00841,PRD-01688,2026-02-15,2026-04-06,5633,727.64,4098796.12,EUR,FULFILLED
PO-SYN-0009735,SUP-00465,PRD-01323,2024-07-26,2024-08-24,830,998.03,828364.9,GBP,IN_TRANSIT
PO-SYN-0009736,SUP-00883,PRD-00771,2024-05-15,2024-06-14,8533,888.76,7583789.08,USD,DELAYED
PO-SYN-0009737,SUP-00643,PRD-02196,2025-12-14,2026-01-19,1572,1082.08,1701029.76,JPY,FULFILLED
PO-SYN-0009738,SUP-00956,PRD-00424,2026-05-22,2026-07-03,3311,356.97,1181927.67,USD,FULFILLED
PO-SYN-0009739,SUP-00930,PRD-01213,2025-04-12,2025-04-30,10051,829.6,8338309.6,EUR,APPROVED
PO-SYN-0009740,SUP-00146,PRD-03422,2026-06-19,2026-08-27,10343,2418.67,25016303.81,GBP,DELAYED
PO-SYN-0009741,SUP-00867,PRD-00588,2025-12-16,2026-01-09,5422,1338.89,7259461.58,KRW,FULFILLED
PO-SYN-0009742,SUP-00907,PRD-00500,2024-07-17,2024-09-30,12276,640.67,7864864.92,JPY,FULFILLED
PO-SYN-0009743,SUP-00854,PRD-03260,2025-03-02,2025-05-08,10885,2262.52,24627530.2,JPY,FULFILLED
PO-SYN-0009744,SUP-00377,PRD-00864,2026-02-08,2026-04-08,14782,1603.6,23704415.2,EUR,FULFILLED
PO-SYN-0009745,SUP-00877,PRD-00098,2024-09-02,2024-10-13,11820,565.49,6684091.8,USD,APPROVED
PO-SYN-0009746,SUP-00059,PRD-02430,2026-02-10,2026-04-01,6652,1137.42,7566117.84,INR,APPROVED
PO-SYN-0009747,SUP-00613,PRD-02155,2025-02-03,2025-03-30,13947,1342.23,18720081.81,USD,FULFILLED
PO-SYN-0009748,SUP-00744,PRD-02754,2025-05-14,2025-07-28,8454,391.94,3313460.76,USD,IN_TRANSIT
PO-SYN-0009749,SUP-00711,PRD-02382,2025-08-12,2025-10-19,7718,1945.87,15018224.66,KRW,IN_TRANSIT
PO-SYN-0009750,SUP-00744,PRD-00790,2026-01-25,2026-02-24,7900,180.66,1427214.0,EUR,IN_TRANSIT
PO-SYN-0009751,SUP-00198,PRD-04346,2025-06-26,2025-09-08,5400,2380.23,12853242.0,USD,FULFILLED
PO-SYN-0009752,SUP-00027,PRD-00336,2025-12-15,2026-01-10,4920,926.49,4558330.8,GBP,IN_TRANSIT
PO-SYN-0009753,SUP-00075,PRD-00622,2025-10-10,2025-11-29,1021,2223.75,2270448.75,KRW,FULFILLED
PO-SYN-0009754,SUP-00872,PRD-01503,2025-07-13,2025-09-04,320,1235.98,395513.6,EUR,APPROVED
PO-SYN-0009755,SUP-00498,PRD-04552,2024-12-03,2024-12-22,4784,1549.45,7412568.8,EUR,IN_TRANSIT
PO-SYN-0009756,SUP-00338,PRD-00288,2024-09-20,2024-12-02,12822,871.89,11179373.58,USD,APPROVED
PO-SYN-0009757,SUP-00376,PRD-02287,2024-07-02,2024-08-22,5593,1193.96,6677818.28,JPY,CANCELLED
PO-SYN-0009758,SUP-00157,PRD-00477,2024-05-26,2024-06-27,6246,315.84,1972736.64,JPY,DELAYED
PO-SYN-0009759,SUP-00113,PRD-02821,2024-12-05,2025-02-03,2564,1044.59,2678328.76,KRW,FULFILLED
PO-SYN-0009760,SUP-00635,PRD-00750,2025-04-27,2025-06-02,5039,913.57,4603479.23,EUR,FULFILLED
PO-SYN-0009761,SUP-00445,PRD-04783,2026-04-07,2026-05-05,11856,2058.28,24402967.68,KRW,APPROVED
PO-SYN-0009762,SUP-00763,PRD-01164,2026-01-26,2026-03-19,9773,2099.13,20514797.49,JPY,FULFILLED
PO-SYN-0009763,SUP-00834,PRD-02490,2025-12-09,2026-01-16,5901,879.97,5192702.97,JPY,APPROVED
PO-SYN-0009764,SUP-00950,PRD-03778,2025-05-11,2025-07-12,14372,774.45,11130395.4,USD,CANCELLED
PO-SYN-0009765,SUP-00542,PRD-00206,2025-02-02,2025-02-11,12291,1962.39,24119735.49,KRW,APPROVED
PO-SYN-0009766,SUP-00872,PRD-02874,2025-11-21,2025-12-26,10879,1877.87,20429347.73,EUR,FULFILLED
PO-SYN-0009767,SUP-00700,PRD-03183,2025-07-05,2025-09-10,11253,2228.65,25078998.45,CNY,IN_TRANSIT
PO-SYN-0009768,SUP-00767,PRD-00662,2025-06-17,2025-08-09,1078,1499.66,1616633.48,KRW,APPROVED
PO-SYN-0009769,SUP-00670,PRD-00327,2026-04-04,2026-05-15,13879,1805.66,25060755.14,CNY,IN_TRANSIT
PO-SYN-0009770,SUP-00738,PRD-03465,2026-06-09,2026-08-04,8886,2365.28,21017878.08,JPY,FULFILLED
PO-SYN-0009771,SUP-00819,PRD-00087,2024-05-26,2024-08-02,3416,798.89,2729008.24,JPY,FULFILLED
PO-SYN-0009772,SUP-00905,PRD-00692,2024-04-09,2024-05-25,13252,1477.66,19581950.32,JPY,APPROVED
PO-SYN-0009773,SUP-00069,PRD-03356,2024-05-13,2024-06-08,2000,1270.81,2541620.0,KRW,IN_TRANSIT
PO-SYN-0009774,SUP-00372,PRD-00067,2026-06-12,2026-08-05,1802,2285.04,4117642.08,KRW,IN_TRANSIT
PO-SYN-0009775,SUP-00048,PRD-04360,2025-10-13,2025-11-09,8429,2263.94,19082750.26,GBP,IN_TRANSIT
PO-SYN-0009776,SUP-00973,PRD-04959,2025-10-25,2025-12-20,4032,1422.5,5735520.0,EUR,FULFILLED
PO-SYN-0009777,SUP-00263,PRD-01446,2025-11-20,2025-12-13,1947,1437.61,2799026.67,INR,FULFILLED
PO-SYN-0009778,SUP-00632,PRD-04076,2025-05-30,2025-07-12,7369,2312.83,17043244.27,INR,IN_TRANSIT
PO-SYN-0009779,SUP-00208,PRD-01413,2024-03-22,2024-05-31,6871,1288.6,8853970.6,CNY,FULFILLED
PO-SYN-0009780,SUP-00507,PRD-01551,2025-01-21,2025-03-01,3640,999.18,3637015.2,KRW,APPROVED
PO-SYN-0009781,SUP-00966,PRD-04473,2024-12-31,2025-02-24,8106,312.83,2535799.98,CNY,FULFILLED
PO-SYN-0009782,SUP-00292,PRD-04837,2025-11-08,2025-12-03,8943,1930.11,17260973.73,GBP,APPROVED
PO-SYN-0009783,SUP-00512,PRD-03456,2025-09-22,2025-10-08,9214,478.92,4412768.88,EUR,FULFILLED
PO-SYN-0009784,SUP-00942,PRD-00268,2026-04-12,2026-05-27,3701,956.46,3539858.46,GBP,FULFILLED
PO-SYN-0009785,SUP-00724,PRD-02496,2025-02-14,2025-04-23,6500,2027.46,13178490.0,USD,IN_TRANSIT
PO-SYN-0009786,SUP-00359,PRD-01208,2026-03-27,2026-06-07,12941,2100.2,27178688.2,JPY,IN_TRANSIT
PO-SYN-0009787,SUP-00741,PRD-04994,2025-04-09,2025-05-03,9628,1926.01,18543624.28,CNY,IN_TRANSIT
PO-SYN-0009788,SUP-00551,PRD-00449,2025-01-21,2025-02-01,13643,2222.79,30325523.97,GBP,IN_TRANSIT
PO-SYN-0009789,SUP-00527,PRD-00721,2025-10-12,2025-11-05,10212,1403.28,14330295.36,USD,IN_TRANSIT
PO-SYN-0009790,SUP-00103,PRD-02651,2025-06-10,2025-08-02,4426,1546.78,6846048.28,EUR,IN_TRANSIT
PO-SYN-0009791,SUP-00983,PRD-04528,2025-02-04,2025-03-05,5272,1278.56,6740568.32,CNY,APPROVED
PO-SYN-0009792,SUP-00133,PRD-03731,2026-04-02,2026-04-13,10538,852.16,8980062.08,CNY,DELAYED
PO-SYN-0009793,SUP-00810,PRD-02377,2026-01-16,2026-02-26,7546,23.58,177934.68,CNY,FULFILLED
PO-SYN-0009794,SUP-00630,PRD-02201,2025-02-22,2025-03-21,6234,2319.04,14456895.36,KRW,IN_TRANSIT
PO-SYN-0009795,SUP-00923,PRD-01068,2025-05-11,2025-06-30,594,1329.91,789966.54,KRW,FULFILLED
PO-SYN-0009796,SUP-00804,PRD-02508,2026-02-03,2026-04-02,13189,975.35,12863891.15,GBP,IN_TRANSIT
PO-SYN-0009797,SUP-00600,PRD-01884,2026-02-08,2026-03-20,6495,1125.74,7311681.3,INR,FULFILLED
PO-SYN-0009798,SUP-00556,PRD-02225,2025-02-05,2025-03-30,4718,1905.78,8991470.04,EUR,IN_TRANSIT
PO-SYN-0009799,SUP-00967,PRD-01922,2025-01-25,2025-03-21,8788,781.78,6870282.64,GBP,FULFILLED
PO-SYN-0009800,SUP-00326,PRD-02650,2025-11-25,2026-01-15,6639,77.96,517576.44,KRW,APPROVED
PO-SYN-0009801,SUP-00593,PRD-00625,2024-03-16,2024-05-26,11888,162.62,1933226.56,USD,FULFILLED
PO-SYN-0009802,SUP-00726,PRD-01688,2025-11-18,2026-01-31,10563,1859.53,19642215.39,KRW,IN_TRANSIT
PO-SYN-0009803,SUP-00705,PRD-00053,2024-09-05,2024-09-21,4741,544.52,2581569.32,EUR,FULFILLED
PO-SYN-0009804,SUP-00555,PRD-04447,2026-05-02,2026-05-17,3031,1572.55,4766399.05,JPY,APPROVED
PO-SYN-0009805,SUP-00306,PRD-04027,2025-05-28,2025-07-20,8556,875.3,7489066.8,EUR,FULFILLED
PO-SYN-0009806,SUP-00941,PRD-02764,2026-03-15,2026-05-26,13833,1388.65,19209195.45,GBP,IN_TRANSIT
PO-SYN-0009807,SUP-00486,PRD-01377,2025-10-31,2025-11-25,10924,1647.68,17999256.32,USD,FULFILLED
PO-SYN-0009808,SUP-00091,PRD-01578,2025-05-10,2025-05-18,3064,2137.76,6550096.64,KRW,DELAYED
PO-SYN-0009809,SUP-00810,PRD-00460,2025-10-20,2025-12-18,2936,1646.28,4833478.08,EUR,FULFILLED
PO-SYN-0009810,SUP-00765,PRD-04922,2024-02-16,2024-04-05,1813,1599.06,2899095.78,CNY,FULFILLED
PO-SYN-0009811,SUP-00570,PRD-02857,2024-09-15,2024-09-24,13657,1322.05,18055236.85,GBP,FULFILLED
PO-SYN-0009812,SUP-00610,PRD-00170,2025-11-29,2025-12-12,14012,1203.44,16862601.28,JPY,FULFILLED
PO-SYN-0009813,SUP-00198,PRD-00916,2025-09-11,2025-10-22,13527,2050.44,27736301.88,KRW,APPROVED
PO-SYN-0009814,SUP-00873,PRD-03139,2024-12-24,2025-01-21,12733,2405.09,30624010.97,GBP,IN_TRANSIT
PO-SYN-0009815,SUP-00006,PRD-04610,2024-10-29,2024-11-08,13648,846.05,11546890.4,EUR,FULFILLED
PO-SYN-0009816,SUP-00039,PRD-01643,2024-02-16,2024-04-02,13931,2032.88,28320051.28,GBP,PENDING_APPROVAL
PO-SYN-0009817,SUP-00216,PRD-04591,2026-03-10,2026-05-16,956,1357.78,1298037.68,GBP,APPROVED
PO-SYN-0009818,SUP-00709,PRD-03173,2025-08-01,2025-09-20,9958,2028.32,20198010.56,JPY,FULFILLED
PO-SYN-0009819,SUP-00027,PRD-01782,2024-05-05,2024-05-15,10640,353.56,3761878.4,USD,APPROVED
PO-SYN-0009820,SUP-00598,PRD-02755,2026-03-08,2026-04-03,9552,1137.76,10867883.52,GBP,PENDING_APPROVAL
PO-SYN-0009821,SUP-00448,PRD-02839,2026-01-17,2026-02-18,14664,2380.78,34911757.92,KRW,APPROVED
PO-SYN-0009822,SUP-00233,PRD-02954,2024-09-20,2024-10-01,11304,580.87,6566154.48,GBP,FULFILLED
PO-SYN-0009823,SUP-00729,PRD-01854,2024-02-26,2024-04-01,4541,267.02,1212537.82,INR,FULFILLED
PO-SYN-0009824,SUP-00215,PRD-02803,2024-07-09,2024-09-13,439,116.88,51310.32,JPY,CANCELLED
PO-SYN-0009825,SUP-00025,PRD-04787,2026-05-23,2026-05-31,11344,763.85,8665114.4,JPY,IN_TRANSIT
PO-SYN-0009826,SUP-00772,PRD-01774,2024-08-30,2024-09-25,9307,2288.81,21301954.67,JPY,IN_TRANSIT
PO-SYN-0009827,SUP-00725,PRD-03949,2025-05-08,2025-05-24,14896,423.93,6314861.28,JPY,PENDING_APPROVAL
PO-SYN-0009828,SUP-00732,PRD-01278,2025-05-10,2025-06-06,10058,1434.85,14431721.3,USD,IN_TRANSIT
PO-SYN-0009829,SUP-00771,PRD-04880,2024-05-05,2024-05-21,11332,717.74,8133429.68,GBP,IN_TRANSIT
PO-SYN-0009830,SUP-00486,PRD-04204,2025-05-24,2025-06-24,13552,1963.04,26603118.08,GBP,PENDING_APPROVAL
PO-SYN-0009831,SUP-00084,PRD-01694,2025-04-20,2025-06-04,6882,1012.73,6969607.86,KRW,FULFILLED
PO-SYN-0009832,SUP-00740,PRD-03023,2025-06-09,2025-08-02,5459,2050.85,11195590.15,EUR,APPROVED
PO-SYN-0009833,SUP-00520,PRD-00505,2025-06-10,2025-06-28,3167,2002.09,6340619.03,GBP,FULFILLED
PO-SYN-0009834,SUP-00905,PRD-00361,2024-09-06,2024-10-15,12956,244.51,3167871.56,USD,FULFILLED
PO-SYN-0009835,SUP-00655,PRD-02076,2025-07-19,2025-07-26,8384,1699.2,14246092.8,CNY,FULFILLED
PO-SYN-0009836,SUP-00485,PRD-02811,2024-07-12,2024-07-29,11210,446.38,5003919.8,KRW,FULFILLED
PO-SYN-0009837,SUP-00152,PRD-03028,2025-12-15,2026-02-11,13412,1555.1,20857001.2,USD,IN_TRANSIT
PO-SYN-0009838,SUP-00553,PRD-02708,2025-10-09,2025-12-17,4861,1122.32,5455597.52,GBP,IN_TRANSIT
